IMO,Port,Country,Arrival,Departure,In Port
9372743,Ras Laffan Anch., Qatar,"Apr 21, 10:22","-","-"
9372743,Singapore Anch. 1, Singapore,"Apr 12, 09:35","Apr 13, 06:20","20h 45m"
9372743,Ningbo Anch., China,"Apr 3, 03:00","Apr 7, 08:56","4d 5h"
9372743,Pyeongtaek, Korea,"Mar 30, 07:01","Mar 31, 22:44","1d 15h"
9372743,Ras Laffan, Qatar,"Mar 12, 16:09","Mar 14, 05:01","1d 12h"
9388819,Malta Anch., Malta,"Apr 24, 06:30","Apr 24, 22:04","15h 34m"
9388819,As Suways (Suez) Anch., Egypt,"Apr 20, 14:22","Apr 21, 05:07","14h 44m"
9388819,Ras Laffan, Qatar,"Apr 10, 21:01","Apr 12, 17:12","1d 20h"
9388819,Ras Laffan Anch., Qatar,"Apr 10, 03:26","Apr 10, 20:41","17h 14m"
9388819,Gibraltar West Anch., Gibraltar,"Mar 22, 13:10","Mar 23, 02:15","13h 4m"
9388821,Milford Haven, United Kingdom (UK),"Apr 21, 09:53","Apr 22, 19:11","1d 9h"
9388821,Las Palmas (Gr.Canaria) Anch., Spain,"Apr 15, 19:06","-","-"
9388821,Ras Laffan, Qatar,"Mar 22, 11:12","Mar 23, 16:45","1d 5h"
9388821,Ras Laffan Anch., Qatar,"Mar 20, 15:20","Mar 22, 09:44","1d 18h"
9388821,Singapore Anch. 1, Singapore,"Mar 11, 09:43","Mar 12, 07:34","21h 50m"
9418365,Ras Laffan, Qatar,"Apr 25, 06:20","Apr 27, 05:31","1d 23h"
9418365,Ras Laffan Anch., Qatar,"Apr 20, 12:00","Apr 25, 05:56","4d 17h"
9418365,Las Palmas (Gr.Canaria) Anch., Spain,"Mar 29, 13:53","-","-"
9418365,Milford Haven, United Kingdom (UK),"Mar 23, 10:41","Mar 24, 20:17","1d 9h"
9418365,As Suways (Suez) Anch., Egypt,"Mar 13, 08:51","Mar 14, 06:23","21h 31m"
9443401,Singapore Anch. 1, Singapore,"Apr 24, 00:36","Apr 24, 16:10","15h 34m"
9443401,Incheon, Korea,"Apr 15, 23:35","Apr 17, 07:54","1d 8h"
9443401,Ras Laffan, Qatar,"Mar 29, 23:58","Mar 31, 05:31","1d 5h"
9443401,Ras Laffan Anch., Qatar,"Mar 28, 04:48","Mar 29, 23:21","1d 18h"
9443401,Singapore Anch. 1, Singapore,"Mar 18, 17:09","Mar 19, 16:50","23h 40m"
9431214,Ras Laffan, Qatar,"Apr 23, 04:01","Apr 24, 09:09","1d 5h"
9431214,Ras Laffan Anch., Qatar,"Mar 30, 18:25","Apr 23, 01:22","23d 6h"
9431214,Singapore Anch. 1, Singapore,"Mar 21, 04:38","Mar 21, 23:46","19h 8m"
9431214,Pyeongtaek, Korea,"Mar 13, 06:40","Mar 14, 22:47","1d 16h"
9388833,Pyeongtaek, Korea,"Apr 23, 05:17","Apr 24, 22:48","1d 17h"
9388833,Ras Laffan, Qatar,"Apr 6, 16:42","Apr 7, 23:47","1d 7h"
9388833,Ras Laffan Anch., Qatar,"Apr 4, 21:02","Apr 6, 15:50","1d 18h"
9388833,Singapore Anch. 1, Singapore,"Mar 26, 17:22","Mar 27, 11:32","18h 9m"
9388833,Incheon, Korea,"Mar 18, 23:38","Mar 20, 08:20","1d 8h"
9337755,Ras Laffan Anch., Qatar,"Apr 14, 18:18","Apr 15, 10:58","16h 39m"
9337755,Ras Laffan, Qatar,"Apr 12, 18:09","Apr 14, 17:53","1d 23h"
9337755,Ras Laffan Anch., Qatar,"Apr 11, 10:53","Apr 12, 17:45","1d 6h"
9337755,Singapore Anch. 1, Singapore,"Apr 2, 03:18","-","-"
9337755,Mab Tapud, Thailand,"Mar 29, 23:15","Mar 31, 08:52","1d 9h"
9397315,Milford Haven, United Kingdom (UK),"Apr 24, 00:21","Apr 25, 07:23","1d 7h"
9397315,Port Elizabeth Anch., South Africa,"Apr 5, 09:39","Apr 6, 07:47","22h 7m"
9397315,Port Elizabeth Anch., South Africa,"Apr 5, 06:21","Apr 5, 09:17","2h 56m"
9397315,Ras Laffan, Qatar,"Mar 21, 00:18","Mar 22, 06:34","1d 6h"
9397315,Ras Laffan Anch., Qatar,"Mar 20, 07:51","Mar 20, 23:31","15h 39m"
9443413,Port Said Anch., Egypt,"Apr 20, 10:36","Apr 21, 02:59","16h 22m"
9443413,Gibraltar West Anch., Gibraltar,"Apr 15, 10:00","Apr 15, 20:15","10h 14m"
9443413,Thamesport, United Kingdom (UK),"Apr 11, 19:53","-","-"
9443413,Thamesport, United Kingdom (UK),"Apr 10, 10:10","Apr 11, 19:40","1d 9h"
9443413,As Suways (Suez) Anch., Egypt,"Mar 30, 07:10","-","-"
9397303,As Suways (Suez) Anch., Egypt,"Apr 28, 11:09","-","-"
9397303,Ras Laffan, Qatar,"Apr 19, 07:10","Apr 20, 21:37","1d 14h"
9397303,Ras Laffan Anch., Qatar,"Apr 17, 21:17","Apr 19, 06:09","1d 8h"
9397303,Port Said Anch., Egypt,"Apr 9, 12:00","Apr 10, 02:29","14h 28m"
9397303,Gibraltar West Anch., Gibraltar,"Apr 3, 14:00","Apr 4, 06:40","16h 40m"
9397298,Ras Laffan Anch., Qatar,"Apr 17, 02:06","Apr 17, 12:26","10h 19m"
9397298,Ras Laffan, Qatar,"Apr 15, 06:05","Apr 17, 01:04","1d 18h"
9397298,Ras Laffan Anch., Qatar,"Apr 14, 19:23","Apr 15, 04:33","9h 9m"
9397298,Port Said Anch., Egypt,"Apr 4, 16:02","Apr 7, 03:36","2d 11h"
9397298,Gibraltar West Anch., Gibraltar,"Mar 30, 08:38","Mar 30, 23:00","14h 22m"
9443683,As Suways (Suez) Anch., Egypt,"Apr 24, 13:40","Apr 25, 04:29","14h 49m"
9443683,Ras Laffan, Qatar,"Apr 15, 04:16","Apr 16, 11:41","1d 7h"
9443683,Ras Laffan Anch., Qatar,"Apr 14, 10:41","Apr 15, 02:57","16h 15m"
9443683,Singapore Anch. 1, Singapore,"Apr 5, 02:33","Apr 5, 22:07","19h 33m"
9443683,Incheon, Korea,"Mar 28, 06:23","Mar 29, 22:44","1d 16h"
9796781,Panama Canal Anch. Atlantic, Panama,"Apr 25, 19:25","Apr 28, 10:25","2d 15h"
9796781,Freeport, United States (USA),"Apr 19, 18:56","Apr 21, 20:13","2d 1h"
9796781,Freeport Anch., United States (USA),"Apr 18, 16:07","Apr 19, 17:32","1d 1h"
9796781,Kawasaki, Japan,"Mar 5, 00:51","Mar 6, 03:26","1d 2h"
9774628,Sakai, Japan,"Apr 12, 22:35","Apr 14, 06:30","1d 7h"
9774628,Pena Blanca Anch., Panama,"Mar 23, 13:50","-","-"
9774628,Panama Canal Anch. Atlantic, Panama,"Mar 22, 19:03","Mar 23, 08:59","13h 56m"
9774628,Freeport, United States (USA),"Mar 13, 16:03","Mar 17, 00:21","3d 8h"
9774628,Freeport Anch., United States (USA),"Mar 11, 13:54","Mar 13, 14:26","2d"
9796793,Yangkou, China,"Apr 25, 04:12","Apr 26, 22:29","1d 18h"
9796793,Gatun Anch., Panama,"Apr 2, 14:33","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Apr 2, 10:14","-","-"
9796793,Panama Canal Anch. Atlantic, Panama,"Mar 31, 21:02","Apr 2, 09:16","1d 12h"
9796793,Freeport, United States (USA),"Mar 25, 16:36","Mar 26, 22:07","1d 5h"
9698123,Darwin, Australia,"Apr 21, 22:58","Apr 23, 08:13","1d 9h"
9698123,Yung An, Taiwan,"Apr 14, 23:35","Apr 16, 00:35","1d 1h"
9698123,Darwin, Australia,"Apr 6, 12:36","-","-"
9698123,Darwin, Australia,"Apr 5, 01:55","Apr 6, 12:34","1d 10h"
9698123,Yung An, Taiwan,"Mar 28, 23:43","Mar 29, 23:34","23h 50m"
9779226,Panama Canal Anch. Pacific, Panama,"Apr 21, 15:23","Apr 25, 07:36","3d 16h"
9779226,Kisarazu, Japan,"Mar 29, 03:00","Mar 30, 05:28","1d 2h"
9779226,Gatun Anch., Panama,"Mar 7, 15:17","Mar 7, 15:44","26m"
9779226,Panama Canal Anch. Atlantic, Panama,"Mar 5, 17:48","Mar 7, 10:14","1d 16h"
9779226,Lake Charles, United States (USA),"Feb 28, 00:05","Mar 1, 17:04","1d 16h"
9810020,Nagoya, Japan,"Apr 8, 01:20","Apr 9, 01:18","23h 57m"
9810020,Gatun Anch., Panama,"Mar 16, 14:28","-","-"
9810020,Panama Canal Anch. Atlantic, Panama,"Mar 15, 17:43","Mar 16, 09:49","16h 6m"
9810020,Lake Charles, United States (USA),"Mar 9, 17:22","Mar 10, 20:35","1d 3h"
9810020,Balboa, Panama,"Feb 28, 08:39","-","-"
9779238,Lake Charles, United States (USA),"Apr 26, 19:23","-","-"
9779238,Panama Canal Anch. Pacific, Panama,"Apr 20, 14:54","Apr 21, 07:46","16h 52m"
9779238,Sasebo, Japan,"Mar 5, 22:37","Mar 23, 05:04","17d 6h"
9540716,Singapore, Singapore,"Apr 2, 04:51","-","-"
9540716,Singapore Anch. 1, Singapore,"Mar 28, 04:23","Apr 2, 04:14","4d 23h"
9540716,Pyeongtaek, Korea,"Mar 3, 22:44","Mar 5, 00:34","1d 1h"
9483877,Yokohama, Japan,"Apr 23, 00:30","Apr 24, 03:27","1d 2h"
9483877,Withnell Bay, Australia,"Apr 12, 04:00","Apr 13, 11:55","1d 7h"
9483877,Anegasaki, Japan,"Mar 25, 01:26","Mar 26, 05:07","1d 3h"
9483877,Withnell Bay, Australia,"Mar 14, 09:40","Mar 15, 14:11","1d 4h"
9483877,Yokohama, Japan,"Feb 27, 05:34","Feb 28, 10:10","1d 4h"
9770440,Sakai, Japan,"Apr 24, 01:08","Apr 25, 06:56","1d 5h"
9770440,Pena Blanca Anch., Panama,"Mar 29, 15:02","-","-"
9770440,Panama Canal Anch. Atlantic, Panama,"Mar 28, 14:09","Mar 29, 09:36","19h 27m"
9770440,Lake Charles, United States (USA),"Mar 22, 15:31","Mar 23, 17:50","1d 2h"
9770440,Panama Canal Anch. Pacific, Panama,"Mar 16, 14:39","Mar 17, 08:47","18h 7m"
9770438,Panama Canal Anch. Atlantic, Panama,"Apr 20, 19:54","Apr 20, 23:49","3h 55m"
9770438,Panama Canal Anch. Pacific, Panama,"Apr 20, 07:24","-","-"
9770438,Panama Canal Anch. Pacific, Panama,"Apr 20, 01:24","Apr 20, 07:17","5h 53m"
9770438,Yokohama, Japan,"Mar 24, 01:00","Mar 25, 04:20","1d 3h"
9337987,Swinoujscie, Poland,"Apr 18, 06:48","Apr 19, 15:09","1d 8h"
9337987,As Suways (Suez) Anch., Egypt,"Apr 6, 06:04","-","-"
9337987,As Suways (Suez) Anch., Egypt,"Apr 5, 16:17","Apr 6, 00:03","7h 45m"
9337987,As Suways (Suez) Anch., Egypt,"Apr 4, 12:22","Apr 5, 15:28","1d 3h"
9337987,Ras Laffan, Qatar,"Mar 26, 23:00","Mar 28, 01:11","1d 2h"
9337951,Malta Anch., Malta,"Apr 20, 08:21","Apr 23, 07:47","2d 23h"
9337951,As Suways (Suez) Anch., Egypt,"Apr 16, 12:36","Apr 17, 05:25","16h 49m"
9337951,Ras Laffan Anch., Qatar,"Apr 8, 09:05","Apr 9, 04:41","19h 35m"
9337951,Ras Laffan, Qatar,"Apr 7, 07:47","Apr 8, 08:17","1d"
9337951,Ras Laffan Anch., Qatar,"Apr 4, 12:43","Apr 7, 06:22","2d 17h"
9337975,Ras Laffan Anch., Qatar,"Apr 15, 09:01","Apr 18, 02:41","2d 17h"
9337975,Singapore Anch. 1, Singapore,"Apr 5, 22:31","Apr 6, 18:39","20h 7m"
9337975,Yokkaichi, Japan,"Mar 29, 01:28","Mar 30, 07:19","1d 5h"
9337975,Ras Laffan Anch., Qatar,"Mar 9, 02:05","Mar 9, 12:19","10h 14m"
9337975,Ras Laffan, Qatar,"Mar 7, 17:22","Mar 9, 01:31","1d 8h"
9337963,Ras Laffan Anch., Qatar,"Apr 11, 06:08","-","-"
9337963,Singapore Anch. 3, Singapore,"Apr 2, 01:43","Apr 2, 18:36","16h 53m"
9337963,Ningbo, China,"Mar 26, 02:15","Mar 28, 03:00","2d"
9337963,Ras Laffan, Qatar,"Mar 10, 07:06","Mar 11, 07:09","1d"
9337963,Ras Laffan Anch., Qatar,"Mar 8, 05:24","Mar 10, 05:24","1d 23h"
9360831,Ras Laffan, Qatar,"Apr 20, 22:05","Apr 22, 08:39","1d 10h"
9360831,Ras Laffan Anch., Qatar,"Apr 11, 05:52","Apr 20, 21:12","9d 15h"
9360831,Swinoujscie, Poland,"Mar 13, 08:04","Mar 14, 16:05","1d 8h"
9360831,As Suways (Suez) Anch., Egypt,"-","Feb 27, 05:40","-"
9397341,Ras Laffan, Qatar,"Apr 25, 16:01","Apr 26, 17:26","1d 1h"
9397341,Ras Laffan Anch., Qatar,"Apr 22, 10:22","Apr 25, 14:37","3d 4h"
9397341,Dahej, India,"Apr 17, 00:40","Apr 18, 10:04","1d 9h"
9397341,Ras Laffan, Qatar,"Apr 12, 12:14","Apr 13, 14:13","1d 1h"
9397341,Ras Laffan Anch., Qatar,"Apr 9, 12:19","Apr 12, 11:05","2d 22h"
9431111,Swinoujscie, Poland,"Apr 28, 06:39","-","-"
9431111,As Suways (Suez) Anch., Egypt,"Apr 15, 05:11","-","-"
9431111,As Suways (Suez) Anch., Egypt,"Apr 14, 16:54","Apr 15, 05:07","12h 13m"
9431111,Ras Laffan Anch., Qatar,"Apr 7, 00:39","Apr 7, 18:05","17h 25m"
9431111,Ras Laffan, Qatar,"Apr 5, 22:48","Apr 7, 00:17","1d 1h"
9431135,Ras Laffan, Qatar,"Apr 26, 06:03","Apr 27, 07:14","1d 1h"
9431135,Ras Laffan Anch., Qatar,"Apr 23, 17:21","Apr 26, 05:08","2d 11h"
9431135,Gibraltar East Anch., Gibraltar,"Mar 28, 23:24","-","-"
9431135,Gibraltar West Anch., Gibraltar,"Mar 23, 19:49","Mar 24, 18:00","22h 10m"
9431135,Zeebrugge, Belgium,"Mar 19, 00:31","Mar 20, 02:19","1d 1h"
9431147,Ras Laffan Anch., Qatar,"Apr 22, 10:41","-","-"
9431147,Gibraltar West Anch., Gibraltar,"Mar 25, 04:53","Mar 25, 18:19","13h 25m"
9431147,Milford Haven, United Kingdom (UK),"Mar 21, 01:05","Mar 22, 07:36","1d 6h"
9431147,As Suways (Suez) Anch., Egypt,"Mar 11, 07:54","Mar 12, 06:10","22h 16m"
9431147,Ras Laffan, Qatar,"Mar 2, 15:42","Mar 3, 18:21","1d 2h"
9397353,Port Said Anch., Egypt,"Apr 26, 10:43","Apr 27, 03:08","16h 25m"
9397353,Port Said Anch., Egypt,"Apr 25, 12:28","Apr 26, 10:23","21h 55m"
9397353,Milford Haven, United Kingdom (UK),"Apr 15, 21:53","Apr 17, 03:12","1d 5h"
9397353,As Suways (Suez) Anch., Egypt,"Apr 5, 10:20","Apr 6, 10:03","23h 43m"
9397353,Ras Laffan Anch., Qatar,"Mar 27, 06:35","Mar 28, 07:20","1d"
9431123,As Suways (Suez) Anch., Egypt,"Apr 13, 10:57","Apr 14, 05:26","18h 28m"
9431123,Ras Laffan, Qatar,"Apr 2, 12:39","Apr 5, 04:36","2d 15h"
9431123,Ras Laffan Anch., Qatar,"Mar 31, 16:10","Apr 2, 11:51","1d 19h"
9431123,Singapore Anch. 1, Singapore,"Mar 22, 06:09","Mar 23, 06:10","1d"
9431123,Kisarazu, Japan,"Mar 14, 03:04","Mar 15, 06:22","1d 3h"
9666560,Mab Tapud Anch., Thailand,"Apr 21, 03:01","Apr 25, 02:32","3d 23h"
9666560,Mab Tapud, Thailand,"Apr 19, 23:27","Apr 21, 02:35","1d 3h"
9666560,Wheatstone LNG Term., Australia,"Apr 12, 04:48","Apr 13, 12:46","1d 7h"
9666560,Yokkaichi, Japan,"Mar 25, 01:15","Mar 26, 00:50","23h 35m"
9666560,Darwin, Australia,"Mar 16, 03:00","Mar 17, 11:40","1d 8h"
9666558,Kawasaki, Japan,"Apr 24, 01:01","Apr 25, 01:17","1d"
9666558,Darwin, Australia,"Apr 13, 02:09","Apr 14, 06:10","1d 4h"
9666558,Kisarazu, Japan,"Apr 1, 03:55","Apr 2, 06:29","1d 2h"
9666558,Wheatstone LNG Term., Australia,"Mar 21, 02:04","Mar 21, 23:46","21h 42m"
9666558,Yung An, Taiwan,"Mar 4, 00:04","Mar 5, 00:04","23h 59m"
9666998,Gladstone, Australia,"Apr 21, 22:30","Apr 23, 03:02","1d 4h"
9666998,Gaolan, China,"Apr 1, 02:50","Apr 2, 08:40","1d 5h"
9666998,Gladstone, Australia,"Mar 14, 15:38","Mar 17, 10:55","2d 19h"
9666998,Gladstone Anch., Australia,"Mar 13, 20:32","Mar 14, 13:09","16h 37m"
9696149,Singapore Anch. 1, Singapore,"Apr 28, 04:31","-","-"
9696149,Ishikariwan Shinko, Japan,"Apr 17, 00:16","Apr 18, 02:27","1d 2h"
9696149,Darwin, Australia,"Apr 2, 23:26","Apr 4, 04:59","1d 5h"
9696149,Sakai, Japan,"Mar 23, 04:32","Mar 24, 05:38","1d 1h"
9696149,Darwin, Australia,"Mar 12, 07:51","Mar 14, 04:37","1d 20h"
9743875,Bintulu,"Sarawak, Malaysia","Apr 18, 01:32","Apr 19, 03:09","1d 1h"
9743875,Kawasaki, Japan,"Apr 7, 02:52","Apr 8, 03:02","1d"
9743875,Darwin, Australia,"Mar 24, 21:23","Mar 26, 00:14","1d 2h"
9743875,Tianjin Anch., China,"Mar 11, 03:46","-","-"
9743875,Tianjin Xingang, China,"Mar 9, 02:02","Mar 11, 01:48","1d 23h"
9645748,Lese, Papua New Guinea,"Apr 16, 20:31","Apr 17, 22:05","1d 1h"
9645748,Dongjiakou, China,"Mar 20, 01:50","-","-"
9645748,Gladstone, Australia,"Mar 7, 23:07","Mar 9, 08:11","1d 9h"
9360829,Port Said Anch., Egypt,"Apr 22, 13:48","Apr 23, 02:32","12h 43m"
9360829,Gibraltar East Anch., Gibraltar,"Apr 16, 11:10","Apr 17, 16:06","1d 4h"
9360829,Gibraltar West Anch., Gibraltar,"Apr 14, 21:49","Apr 16, 10:32","1d 12h"
9360829,Milford Haven, United Kingdom (UK),"Apr 9, 22:07","Apr 10, 20:43","22h 36m"
9360829,Zeebrugge, Belgium,"Apr 3, 19:02","Apr 4, 20:42","1d 1h"
9360817,Ras Laffan, Qatar,"Apr 23, 00:13","Apr 24, 18:06","1d 17h"
9360817,Ras Laffan Anch., Qatar,"Apr 16, 01:12","Apr 22, 22:45","6d 21h"
9360817,Singapore Anch. 1, Singapore,"Apr 5, 16:18","Apr 6, 07:37","15h 18m"
9360817,Yung An, Taiwan,"Apr 1, 00:16","Apr 2, 00:31","1d"
9360817,Ras Laffan, Qatar,"Mar 16, 21:00","Mar 18, 02:03","1d 5h"
9360790,Ras Laffan, Qatar,"Apr 27, 12:19","-","-"
9360790,Ras Laffan Anch., Qatar,"Apr 21, 12:53","Apr 27, 11:05","5d 22h"
9360790,Mina' al Ahmadi, Kuwait,"Apr 18, 22:06","Apr 20, 17:07","1d 19h"
9360790,Ras Laffan Anch., Qatar,"Apr 13, 19:22","Apr 17, 21:56","4d 2h"
9360790,Ras Laffan, Qatar,"Apr 12, 19:45","Apr 13, 19:01","23h 16m"
9360805,Gibraltar West Anch., Gibraltar,"Apr 24, 08:30","Apr 24, 08:59","29m"
9360805,Milford Haven, United Kingdom (UK),"Apr 19, 19:46","Apr 21, 02:28","1d 6h"
9360805,As Suways (Suez) Anch., Egypt,"Apr 9, 06:42","-","-"
9360805,As Suways (Suez) Anch., Egypt,"Apr 8, 05:40","Apr 9, 06:38","1d"
9360805,Ras Laffan Anch., Qatar,"Mar 29, 07:50","Mar 31, 15:00","2d 7h"
9338266,Ras Laffan Anch., Qatar,"Apr 12, 09:16","Apr 12, 19:44","10h 28m"
9338266,Ras Laffan, Qatar,"Apr 11, 06:17","Apr 12, 08:30","1d 2h"
9338266,Gibraltar West Anch., Gibraltar,"Mar 23, 04:41","Mar 23, 16:20","11h 39m"
9338266,Milford Haven, United Kingdom (UK),"Mar 19, 11:13","Mar 20, 12:31","1d 1h"
9338266,As Suways (Suez) Anch., Egypt,"Mar 9, 16:01","Mar 10, 05:18","13h 17m"
9337717,Ras Laffan Anch., Qatar,"Apr 19, 08:17","-","-"
9337717,Mab Tapud, Thailand,"Apr 7, 00:25","Apr 8, 06:44","1d 6h"
9337717,Ras Laffan Anch., Qatar,"Mar 25, 02:15","Mar 25, 19:18","17h 2m"
9337717,Ras Laffan, Qatar,"Mar 23, 23:06","Mar 25, 01:52","1d 2h"
9337717,Port Said Anch., Egypt,"Mar 15, 10:58","Mar 16, 04:24","17h 25m"
9337731,Ras Laffan Anch., Qatar,"Apr 24, 19:50","-","-"
9337731,Singapore Anch. 1, Singapore,"Apr 15, 14:21","Apr 15, 16:43","2h 21m"
9337731,Dapeng, China,"Apr 10, 03:26","Apr 11, 08:16","1d 4h"
9337731,Ras Laffan, Qatar,"Mar 24, 12:13","Mar 25, 13:38","1d 1h"
9337731,Ras Laffan Anch., Qatar,"Mar 23, 15:51","Mar 24, 11:27","19h 35m"
9337705,Port Said Anch., Egypt,"Apr 23, 14:44","Apr 24, 03:24","12h 39m"
9337705,Gibraltar West Anch., Gibraltar,"Apr 18, 08:25","Apr 18, 22:03","13h 38m"
9337705,Milford Haven, United Kingdom (UK),"Apr 14, 09:26","Apr 15, 14:53","1d 5h"
9337705,As Suways (Suez) Anch., Egypt,"Apr 6, 06:20","-","-"
9337705,As Suways (Suez) Anch., Egypt,"Apr 3, 14:34","Apr 6, 06:14","2d 15h"
9337743,Ras Laffan Anch., Qatar,"Apr 26, 13:39","-","-"
9337743,Port Said Anch., Egypt,"Apr 18, 06:52","Apr 19, 03:34","20h 41m"
9337743,Malta Anch., Malta,"Apr 11, 14:23","Apr 15, 19:20","4d 4h"
9337743,Malta Bunkering Area 3, Malta,"Apr 10, 14:03","Apr 11, 13:48","23h 45m"
9337743,Swinoujscie, Poland,"Apr 1, 06:36","Apr 2, 13:45","1d 7h"
9360867,Ras Laffan Anch., Qatar,"Apr 25, 20:53","-","-"
9360867,Mina' al Ahmadi, Kuwait,"Apr 23, 04:39","Apr 25, 03:48","1d 23h"
9360867,Mina' 'Abd Allah Anch., Kuwait,"Apr 23, 02:53","-","-"
9360867,Ras Laffan Anch., Qatar,"Apr 19, 19:54","Apr 22, 06:51","2d 10h"
9360867,Ras Laffan, Qatar,"Apr 18, 12:34","Apr 19, 19:33","1d 6h"
9360843,Ningbo, China,"Apr 28, 04:14","-","-"
9360843,Ras Laffan, Qatar,"Apr 10, 00:13","Apr 11, 01:46","1d 1h"
9360843,Ras Laffan Anch., Qatar,"Apr 7, 17:35","Apr 9, 23:21","2d 5h"
9360843,Mina' al Ahmadi, Kuwait,"Apr 5, 05:19","Apr 7, 00:24","1d 19h"
9360843,Mina' 'Abd Allah Anch., Kuwait,"Apr 5, 03:07","-","-"
9360855,Ras Laffan Anch., Qatar,"Apr 22, 21:06","Apr 25, 10:14","2d 13h"
9360855,Ras Laffan, Qatar,"Apr 21, 08:53","Apr 22, 20:40","1d 11h"
9360855,Sohar Anch., Oman,"Apr 20, 01:50","Apr 20, 07:35","5h 44m"
9360855,Singapore Anch. 3, Singapore,"Apr 12, 04:05","Apr 12, 14:13","10h 8m"
9360855,Ras Laffan, Qatar,"Mar 16, 19:02","Mar 17, 20:57","1d 1h"
9397327,Ras Laffan Anch., Qatar,"Apr 16, 12:49","Apr 17, 17:59","1d 5h"
9397327,Ras Laffan, Qatar,"Mar 26, 16:49","Mar 27, 16:48","23h 59m"
9397327,Ras Laffan Anch., Qatar,"Mar 25, 14:12","Mar 26, 15:48","1d 1h"
9397327,Singapore Anch. 1, Singapore,"Mar 16, 07:01","Mar 17, 01:44","18h 43m"
9397327,Ningbo, China,"Mar 9, 08:27","Mar 11, 02:32","1d 18h"
9397339,Ras Laffan Anch., Qatar,"Apr 25, 08:04","-","-"
9397339,Port Qasim, Pakistan,"Apr 20, 08:33","Apr 22, 11:06","2d 2h"
9397339,Ras Laffan Anch., Qatar,"Apr 16, 08:28","Apr 17, 17:55","1d 9h"
9397339,Ras Laffan, Qatar,"Apr 15, 08:11","Apr 16, 08:10","23h 59m"
9397339,Ras Laffan Anch., Qatar,"Apr 11, 16:16","Apr 15, 06:45","3d 14h"
9337729,Ras Laffan, Qatar,"Apr 27, 10:09","Apr 28, 11:23","1d 1h"
9337729,Ras Laffan Anch., Qatar,"Apr 23, 20:21","Apr 27, 09:09","3d 12h"
9337729,Dahej, India,"Apr 19, 02:01","Apr 20, 10:56","1d 8h"
9337729,Ras Laffan Anch., Qatar,"Apr 14, 23:38","Apr 15, 12:09","12h 31m"
9337729,Ras Laffan, Qatar,"Apr 13, 21:14","Apr 14, 23:15","1d 2h"
9774135,Singapore Anch. 1, Singapore,"Apr 26, 10:03","-","-"
9774135,Singapore Anch. 1, Singapore,"Apr 25, 02:07","Apr 26, 00:21","22h 13m"
9774135,Singapore, Singapore,"Mar 25, 02:36","Apr 25, 02:02","30d 23h"
9774135,Singapore Anch. 1, Singapore,"Mar 23, 07:40","Mar 25, 02:27","1d 18h"
9774135,Sakai, Japan,"Mar 8, 02:35","Mar 9, 06:39","1d 4h"
9791212,Dunkerque, France,"Apr 21, 14:46","Apr 22, 15:30","1d"
9791212,Ingleside, United States (USA),"Apr 6, 01:50","-","-"
9791212,Ingleside, United States (USA),"Apr 4, 23:20","Apr 6, 01:42","1d 2h"
9791212,Corpus Christi Anch., United States (USA),"Mar 27, 17:23","Apr 4, 21:36","8d 4h"
9791212,Panama Canal Anch. Pacific, Panama,"Mar 22, 12:54","Mar 23, 06:42","17h 47m"
9791200,Dapeng Anch., China,"Apr 10, 07:07","-","-"
9791200,Dapeng, China,"Apr 9, 03:26","Apr 10, 07:03","1d 3h"
9791200,Barrow Island, Australia,"Mar 29, 22:27","Mar 31, 03:50","1d 5h"
9791200,Nagoya, Japan,"Mar 18, 01:29","Mar 19, 02:21","1d"
9360893,Mab Tapud Anch., Thailand,"Apr 17, 09:03","-","-"
9360893,Mab Tapud, Thailand,"Apr 15, 23:19","Apr 17, 05:54","1d 6h"
9360893,Ras Laffan, Qatar,"Apr 2, 16:37","Apr 3, 18:49","1d 2h"
9360893,Ras Laffan Anch., Qatar,"Mar 31, 03:22","Apr 2, 15:41","2d 12h"
9360893,Mina' al Ahmadi, Kuwait,"Mar 28, 12:21","Mar 30, 06:25","1d 18h"
9360881,Incheon, Korea,"Apr 27, 03:58","Apr 28, 08:14","1d 4h"
9360881,Ras Laffan, Qatar,"Apr 8, 15:58","Apr 10, 04:03","1d 12h"
9360881,Ras Laffan Anch., Qatar,"Mar 19, 14:20","Apr 8, 14:16","19d 23h"
9360881,Mina' al Ahmadi, Kuwait,"Mar 16, 21:46","Mar 18, 20:17","1d 22h"
9360881,Mina' 'Abd Allah Anch., Kuwait,"Mar 16, 11:13","Mar 16, 20:13","9h"
9360879,Tianjin Xingang, China,"Apr 26, 01:31","Apr 28, 01:49","2d"
9360879,Tianjin Anch., China,"Apr 25, 02:03","Apr 25, 23:31","21h 27m"
9360879,Tianjin Xingang, China,"Apr 23, 01:26","Apr 25, 00:36","1d 23h"
9360879,Ras Laffan, Qatar,"Apr 2, 10:18","Apr 4, 02:41","1d 16h"
9360879,Ras Laffan Anch., Qatar,"Mar 31, 16:43","Apr 2, 09:51","1d 17h"
9360908,Ras Laffan, Qatar,"Apr 22, 05:19","Apr 24, 02:16","1d 20h"
9360908,Ras Laffan Anch., Qatar,"Apr 14, 01:15","Apr 22, 04:57","8d 3h"
9360908,Port Said Anch., Egypt,"Apr 3, 06:24","Apr 5, 09:08","2d 2h"
