IMO,Port,Country,Arrival,Departure,In Port
9875800,Gladstone, Australia,"Apr 14, 04:19","Apr 16, 06:22","2d 2h"
9875800,Gladstone Anch., Australia,"Apr 13, 19:43","Apr 14, 02:29","6h 45m"
9875800,Gohyeon, Korea,"Mar 16, 22:58","Mar 31, 00:40","14d 1h"
9875800,Gohyeon Anch., Korea,"Mar 15, 04:35","Mar 16, 22:44","1d 18h"
9085625,Yokkaichi, Japan,"May 10, 02:28","May 11, 00:10","21h 42m"
9085625,Ras Laffan, Qatar,"Apr 20, 17:16","Apr 22, 07:24","1d 14h"
9085625,Ras Laffan Anch., Qatar,"Apr 15, 03:49","Apr 20, 12:32","5d 8h"
9085625,Pasir Gudang,"Johor Anch., Malaysia","Mar 24, 00:11","Apr 4, 07:47","11d 7h"
9085625,Yokkaichi, Japan,"Mar 15, 02:09","Mar 16, 00:18","22h 9m"
9176008,Pyeongtaek, Korea,"Apr 27, 05:09","Apr 28, 01:28","20h 18m"
9176008,Ras Laffan, Qatar,"Apr 10, 23:17","Apr 11, 20:08","20h 51m"
9176008,Okpo Anch., Korea,"Mar 22, 01:47","Mar 26, 09:59","4d 8h"
9176008,Incheon, Korea,"Mar 20, 01:52","Mar 21, 01:37","23h 44m"
9253703,Dahej, India,"May 8, 14:36","May 9, 22:59","1d 8h"
9253703,Ras Laffan, Qatar,"May 2, 23:09","May 4, 03:59","1d 4h"
9253703,Dahej, India,"Apr 28, 10:52","Apr 29, 19:53","1d 9h"
9253703,Ras Laffan, Qatar,"Apr 22, 17:23","Apr 23, 13:35","20h 11m"
9253703,Dahej, India,"Apr 18, 13:25","Apr 19, 15:31","1d 2h"
9256602,Pasir Gudang,"Johor Anch., Malaysia","Apr 7, 08:43","-","-"
9256602,Pasir Gudang,"Johor Anch., Malaysia","Apr 6, 21:40","Apr 6, 22:33","53m"
9256602,Pasir Gudang,"Johor Anch., Malaysia","Mar 29, 03:57","Apr 2, 11:14","4d 7h"
9256602,Singapore Anch. 1, Singapore,"Mar 27, 01:17","Mar 28, 22:20","1d 21h"
9256602,Singapore, Singapore,"Mar 13, 23:36","Mar 15, 13:44","1d 14h"
9767962,Pena Blanca Anch., Panama,"May 6, 15:04","-","-"
9767962,Panama Canal Anch. Atlantic, Panama,"May 3, 21:36","May 6, 09:37","2d 12h"
9767962,Sabine, United States (USA),"Apr 28, 19:22","Apr 30, 07:09","1d 11h"
9767962,Singapore Anch. 1, Singapore,"Mar 23, 01:03","Mar 23, 22:18","21h 14m"
9767962,Dongjiakou, China,"Mar 16, 05:21","Mar 17, 06:05","1d"
9554729,Ishikariwan Shinko, Japan,"May 8, 00:12","May 8, 13:07","12h 55m"
9554729,Tomakomai, Japan,"Apr 29, 22:24","Apr 30, 08:12","9h 48m"
9554729,Souma, Japan,"Apr 25, 06:17","-","-"
9554729,Tomakomai, Japan,"Apr 20, 22:28","Apr 21, 08:20","9h 51m"
9554729,Souma, Japan,"Apr 18, 23:43","Apr 19, 09:37","9h 53m"
9134323,Sendai, Japan,"May 8, 02:11","May 9, 01:04","22h 52m"
9134323,Sendai, Japan,"Apr 20, 01:11","Apr 21, 01:10","23h 59m"
9134323,Bintulu,"Sarawak, Malaysia","Apr 11, 09:22","Apr 12, 02:14","16h 52m"
9134323,Sendai, Japan,"Apr 2, 07:17","Apr 3, 01:03","17h 45m"
9134323,Sendai, Japan,"Mar 15, 04:20","Mar 16, 01:08","20h 48m"
9859753,Anegasaki, Japan,"May 4, 03:16","May 5, 10:06","1d 6h"
9859753,Withnell Bay, Australia,"Apr 24, 05:17","Apr 25, 09:47","1d 4h"
9859753,Port Said Anch., Egypt,"Mar 24, 15:53","Mar 31, 04:43","6d 12h"
9862463,Salvador Anch., Brazil,"May 3, 09:08","-","-"
9862463,Freeport, United States (USA),"Apr 15, 22:57","Apr 17, 12:47","1d 13h"
9862463,Gibraltar West Anch., Gibraltar,"Mar 27, 10:18","Mar 27, 22:37","12h 19m"
9862463,Dunkerque, France,"-","Mar 12, 04:02","-"
9187356,Bontang, Indonesia,"May 3, 16:13","May 4, 12:07","19h 53m"
9187356,Benoa, Indonesia,"Apr 30, 04:04","-","-"
9187356,Bontang, Indonesia,"Apr 26, 13:13","Apr 27, 12:06","22h 53m"
9187356,Bontang, Indonesia,"Apr 15, 06:34","Apr 16, 02:11","19h 36m"
9187356,Benoa, Indonesia,"Apr 7, 01:12","Apr 8, 03:44","1d 2h"
9372731,Ras Laffan, Qatar,"May 7, 10:15","May 8, 14:14","1d 3h"
9372731,Ras Laffan Anch., Qatar,"May 5, 10:27","May 7, 09:39","1d 23h"
9372731,Yangkou, China,"Apr 18, 07:19","Apr 20, 03:31","1d 20h"
9372731,Ras Laffan, Qatar,"Mar 31, 18:20","Apr 2, 08:44","1d 14h"
9372731,Ras Laffan Anch., Qatar,"Mar 24, 16:17","Mar 31, 17:55","7d 1h"
9030826,Nagoya, Japan,"Apr 26, 01:21","Apr 27, 02:14","1d"
9030826,Bintulu,"Sarawak, Malaysia","Apr 18, 04:44","Apr 19, 09:33","1d 4h"
9030826,Nagoya, Japan,"Apr 3, 00:47","Apr 4, 00:17","23h 29m"
9305116,Xiuyu, China,"May 6, 06:33","May 7, 09:02","1d 2h"
9305116,Tangguh Anch., Indonesia,"Apr 27, 20:59","-","-"
9305116,Xiuyu, China,"Apr 20, 03:12","Apr 22, 06:50","2d 3h"
9305116,Tangguh, Indonesia,"Apr 9, 18:34","Apr 11, 09:50","1d 15h"
9305116,Tangguh Anch., Indonesia,"Apr 8, 04:36","Apr 9, 17:23","1d 12h"
9873852,Okpo Anch., Korea,"Apr 26, 09:39","-","-"
9873852,Okpo Anch., Korea,"Apr 20, 23:04","Apr 21, 01:25","2h 20m"
9308481,Dapeng, China,"May 9, 02:54","May 10, 08:29","1d 5h"
9308481,Withnell Bay, Australia,"Apr 29, 07:43","Apr 30, 13:12","1d 5h"
9308481,Dapeng, China,"Apr 20, 05:59","Apr 21, 07:31","1d 1h"
9308481,Withnell Bay, Australia,"Apr 12, 00:35","Apr 13, 05:28","1d 4h"
9308481,Singapore Anch. 1, Singapore,"Apr 1, 04:39","Apr 2, 03:14","22h 35m"
9293844,Pasir Gudang,"Johor Anch., Malaysia","May 4, 06:44","May 4, 21:46","15h 2m"
9293844,Pengerang, Malaysia,"May 1, 00:48","May 4, 06:40","3d 5h"
9293844,Singapore Anch. 1, Singapore,"Apr 28, 10:50","Apr 30, 08:41","1d 21h"
9293844,Singapore, Singapore,"Mar 22, 02:39","Apr 28, 00:50","36d 22h"
9293844,Singapore Anch. 1, Singapore,"Mar 20, 06:34","Mar 22, 02:36","1d 20h"
9698111,Singapore, Singapore,"May 8, 02:00","May 8, 06:55","4h 54m"
9698111,Singapore Anch. 1, Singapore,"May 7, 01:06","May 8, 01:37","1d"
9698111,Shimizu, Japan,"Apr 11, 00:12","Apr 12, 00:47","1d"
9698111,Naoetsu, Japan,"Apr 7, 01:40","Apr 7, 23:38","21h 58m"
9698111,Darwin, Australia,"Mar 28, 01:36","Mar 29, 10:02","1d 8h"
9245031,Kawasaki, Japan,"Apr 28, 06:06","Apr 29, 04:54","22h 48m"
9245031,Bintulu,"Sarawak, Malaysia","Apr 21, 03:59","Apr 22, 02:18","22h 19m"
9245031,Mab Tapud, Thailand,"Apr 16, 23:45","Apr 18, 00:36","1d"
9245031,Dapeng Anch., China,"Apr 2, 08:29","-","-"
9245031,Hongqiao, China,"Mar 20, 07:34","Mar 21, 08:40","1d 1h"
9261205,Sakaide, Japan,"May 4, 00:08","May 5, 01:57","1d 1h"
9261205,Gwangyang, Korea,"Apr 18, 23:49","Apr 20, 01:11","1d 1h"
9261205,Bintulu,"Sarawak, Malaysia","Apr 12, 23:36","-","-"
9261205,Shikama, Japan,"Apr 1, 02:48","Apr 2, 01:29","22h 40m"
9762273,Yokkaichi, Japan,"May 11, 01:28","-","-"
9762273,Dampier Anch., Australia,"Apr 27, 13:06","Apr 28, 12:57","23h 50m"
9762273,Wheatstone LNG Term., Australia,"Apr 26, 02:04","Apr 27, 00:21","22h 17m"
9762273,Kawasaki, Japan,"Apr 14, 01:03","Apr 15, 03:16","1d 2h"
9762273,Wheatstone LNG Term., Australia,"Apr 3, 13:44","Apr 4, 13:15","23h 31m"
9881201,Okpo, Korea,"Apr 30, 23:15","-","-"
9881201,Okpo Anch., Korea,"Apr 29, 22:55","Apr 30, 02:19","3h 23m"
9213416,Sakai, Japan,"Apr 17, 01:49","Apr 18, 02:15","1d"
9213416,Bintulu,"Sarawak, Malaysia","Apr 10, 04:23","Apr 11, 02:13","21h 50m"
9213416,Kawasaki, Japan,"Mar 29, 02:53","Mar 30, 02:07","23h 13m"
9334284,Blang Lancang, Indonesia,"May 5, 03:35","May 6, 07:35","1d 3h"
9334284,Tangguh, Indonesia,"Apr 24, 05:32","Apr 25, 14:26","1d 8h"
9334284,Tangguh Anch., Indonesia,"Apr 23, 02:06","Apr 24, 03:10","1d 1h"
9334284,Jakarta Terminal Anch., Indonesia,"Apr 9, 17:32","Apr 16, 01:43","6d 8h"
9334284,Jakarta Term., Indonesia,"Apr 5, 00:23","Apr 9, 17:23","4d 17h"
9696266,Fangcheng, China,"May 5, 01:22","May 6, 01:39","1d"
9696266,Yangpu, China,"May 2, 23:48","May 4, 07:47","1d 7h"
9696266,Yangpu Anch., China,"Apr 30, 14:03","May 2, 23:16","2d 9h"
9696266,Fangcheng, China,"Apr 29, 03:11","Apr 30, 03:31","1d"
9696266,Yangpu, China,"Apr 25, 03:38","Apr 28, 04:08","3d"
9373008,Prigorodnoye, Russia,"May 3, 21:15","May 6, 08:00","2d 10h"
9373008,Okpo Anch., Korea,"Apr 28, 04:57","Apr 29, 01:56","20h 58m"
9373008,Okpo Anch., Korea,"Mar 29, 03:54","Apr 6, 23:34","8d 19h"
9373008,Okpo Anch., Korea,"Mar 14, 00:04","Mar 26, 23:58","12d 23h"
9627502,Pisco Anch., Peru,"Apr 17, 14:09","Apr 17, 22:16","8h 7m"
9627502,Busan Anch., Korea,"Mar 21, 11:55","Mar 22, 11:44","23h 48m"
9748899,Barrow Island, Australia,"Mar 28, 01:36","Mar 29, 01:48","1d"
9748899,Gaolan, China,"Mar 19, 03:03","Mar 20, 08:46","1d 5h"
9075333,Pyeongtaek, Korea,"May 7, 04:01","May 8, 01:07","21h 5m"
9075333,Anjeong, Korea,"Apr 22, 03:57","Apr 23, 01:12","21h 14m"
9075333,Incheon, Korea,"Apr 6, 03:31","Apr 7, 01:26","21h 55m"
9075333,Pyeongtaek, Korea,"Mar 20, 23:11","Mar 21, 23:43","1d"
9872949,Gladstone, Australia,"Apr 19, 20:15","Apr 22, 20:15","3d"
9872949,Gladstone Anch., Australia,"Apr 15, 02:40","Apr 19, 18:20","4d 15h"
9872949,Ulsan Anch., Korea,"Mar 30, 12:28","Mar 31, 10:08","21h 39m"
9872949,Ulsan, Korea,"-","Mar 30, 00:14","-"
9325893,Jakarta Terminal Anch., Indonesia,"May 10, 04:44","-","-"
9325893,Jakarta Term., Indonesia,"May 8, 07:17","May 10, 04:25","1d 21h"
9325893,Tangguh, Indonesia,"May 3, 00:02","-","-"
9325893,Tangguh Anch., Indonesia,"May 2, 02:08","May 2, 21:25","19h 16m"
9325893,Tangguh Anch., Indonesia,"Apr 27, 05:14","May 1, 21:06","4d 15h"
9880192,Okpo Anch., Korea,"Apr 9, 03:18","-","-"
9880192,Gohyeon, Korea,"Mar 20, 23:15","Apr 9, 00:54","19d 1h"
9880192,Gohyeon Anch., Korea,"Mar 19, 22:37","Mar 20, 22:58","1d"
9880192,Okpo Anch., Korea,"Mar 17, 00:57","Mar 19, 20:56","2d 19h"
9880192,Gwangyang, Korea,"Mar 15, 23:46","Mar 16, 13:51","14h 4m"
9874454,Daebul/Yeongam-gun, Korea,"Apr 27, 00:25","-","-"
9874454,Gwangyang, Korea,"Apr 21, 22:40","Apr 22, 10:13","11h 32m"
9874454,Gwangyang, Korea,"Apr 12, 05:41","Apr 13, 23:25","1d 17h"
9874454,Daebul/Yeongam-gun, Korea,"Apr 5, 08:00","-","-"
9874454,Daebul/Yeongam-gun, Korea,"Mar 23, 07:41","Apr 5, 07:40","12d 23h"
9086746,Ras Laffan, Qatar,"May 5, 09:01","May 6, 12:14","1d 3h"
9086746,Ras Laffan Anch., Qatar,"May 5, 03:52","May 5, 08:14","4h 22m"
9086746,Singapore Anch. 1, Singapore,"Apr 22, 22:50","Apr 23, 14:37","15h 46m"
9086746,Yokohama, Japan,"Apr 15, 02:23","Apr 16, 04:27","1d 2h"
9086746,Ras Laffan, Qatar,"Mar 21, 09:15","Mar 22, 10:19","1d 1h"
9627485,Darwin, Australia,"May 5, 21:32","May 7, 03:24","1d 5h"
9627485,Yangkou, China,"Apr 16, 06:16","Apr 18, 01:28","1d 19h"
9627485,Withnell Bay, Australia,"Apr 2, 00:35","Apr 3, 03:53","1d 3h"
9810367,Singapore Anch. 1, Singapore,"May 4, 20:22","May 5, 18:06","21h 43m"
9810367,Wheatstone LNG Term., Australia,"Apr 29, 02:03","Apr 30, 00:02","21h 59m"
9810367,Yokohama, Japan,"Apr 17, 00:34","Apr 18, 04:12","1d 3h"
9810367,Withnell Bay, Australia,"Apr 5, 00:37","Apr 8, 01:48","3d 1h"
9810367,Nagoya Anch., Japan,"Mar 20, 03:32","-","-"
9157624,Pyeongtaek, Korea,"May 1, 23:44","May 3, 00:34","1d"
9157624,Ras Laffan, Qatar,"Apr 15, 12:32","Apr 16, 09:42","21h 9m"
9157624,Anjeong, Korea,"Mar 30, 03:49","Mar 31, 00:46","20h 57m"
9253105,Singapore Anch. 1, Singapore,"May 8, 13:40","May 8, 22:03","8h 22m"
9253105,Soyo, Angola,"Apr 17, 07:34","Apr 18, 10:26","1d 2h"
9253105,Singapore Anch. 1, Singapore,"Mar 13, 15:40","Mar 15, 00:49","1d 9h"
9693719,San Juan, Puerto Rico,"May 11, 10:24","-","-"
9693719,San Juan, Puerto Rico,"May 4, 10:38","May 5, 15:39","1d 5h"
9693719,San Juan, Puerto Rico,"Apr 29, 10:31","Apr 30, 21:12","1d 10h"
9693719,San Juan, Puerto Rico,"Apr 10, 11:09","Apr 20, 15:31","10d 4h"
9693719,San Juan, Puerto Rico,"Apr 1, 10:54","Apr 3, 14:36","2d 3h"
9397286,Ras Laffan, Qatar,"May 8, 08:16","May 9, 08:53","1d"
9397286,Ras Laffan Anch., Qatar,"May 6, 17:30","May 8, 07:20","1d 13h"
9397286,Port Said Anch., Egypt,"Apr 28, 12:22","Apr 29, 02:34","14h 11m"
9397286,Gibraltar West Anch., Gibraltar,"Apr 23, 02:02","Apr 23, 17:04","15h 1m"
9397286,Milford Haven, United Kingdom (UK),"Apr 18, 19:15","Apr 19, 17:38","22h 23m"
9349007,Tangguh Anch., Indonesia,"May 10, 00:04","-","-"
9349007,Tangguh Anch., Indonesia,"May 4, 23:59","May 9, 22:32","4d 22h"
9349007,Gwangyang, Korea,"Apr 22, 23:49","-","-"
9349007,Tangguh, Indonesia,"Apr 14, 22:24","Apr 16, 11:55","1d 13h"
9349007,Tangguh Anch., Indonesia,"Apr 14, 00:19","Apr 14, 20:58","20h 39m"
9878711,Gohyeon, Korea,"May 6, 05:07","-","-"
9878711,Gohyeon Anch., Korea,"May 5, 10:23","May 6, 04:46","18h 23m"
9878711,Okpo Anch., Korea,"May 2, 20:54","May 4, 04:41","1d 7h"
9878711,Gwangyang, Korea,"May 1, 23:38","May 2, 12:47","13h 9m"
9878711,Okpo Anch., Korea,"Apr 28, 02:59","-","-"
9869265,Lake Charles, United States (USA),"Apr 15, 15:29","Apr 16, 19:47","1d 4h"
9691137,Yura,"Wakayama, Japan","Mar 14, 23:18","Apr 16, 00:37","32d 1h"
8608884,Yokohama, Japan,"May 4, 02:03","May 5, 06:40","1d 4h"
8608884,Withnell Bay, Australia,"Apr 19, 00:50","Apr 20, 04:14","1d 3h"
8608884,Oita, Japan,"Mar 29, 00:37","Mar 30, 03:54","1d 3h"
8608884,Withnell Bay, Australia,"Mar 16, 02:59","Mar 17, 04:04","1d 1h"
8608884,Dampier Anch., Australia,"-","Mar 16, 00:10","-"
9329679,Bintulu,"Sarawak, Malaysia","Apr 26, 01:55","-","-"
9329679,Dongjiakou, China,"Apr 14, 03:20","Apr 15, 05:28","1d 2h"
9329679,Nagoya Anch., Japan,"Mar 25, 03:58","-","-"
9329679,Yokkaichi, Japan,"Mar 24, 05:16","Mar 25, 03:33","22h 16m"
9696735,Singapore Anch. 1, Singapore,"Mar 31, 14:39","Apr 2, 01:18","1d 10h"
9857377,Dampier Anch., Australia,"Apr 30, 23:45","May 1, 01:24","1h 39m"
9857377,Barrow Island, Australia,"Apr 29, 11:42","Apr 30, 13:37","1d 1h"
9857377,Kisarazu, Japan,"Apr 12, 00:16","Apr 13, 02:12","1d 1h"
9857377,Wheatstone LNG Term., Australia,"Apr 1, 02:00","Apr 2, 00:46","22h 45m"
9857377,Yung An, Taiwan,"Mar 23, 23:39","Mar 25, 02:43","1d 3h"
9085637,Kisarazu, Japan,"May 10, 01:44","May 11, 00:04","22h 19m"
9085637,Ras Laffan, Qatar,"Apr 17, 07:06","Apr 19, 13:12","2d 6h"
9085637,Ras Laffan Anch., Qatar,"Apr 9, 08:13","Apr 17, 06:21","7d 22h"
9085637,Shikama, Japan,"Mar 21, 04:13","Mar 22, 06:05","1d 1h"
9873840,Withnell Bay, Australia,"May 11, 05:32","-","-"
9873840,Dampier Anch., Australia,"May 10, 21:12","May 11, 03:20","6h 7m"
9873840,Jakarta Anch., Indonesia,"Apr 26, 00:01","-","-"
9873840,Darwin, Australia,"Apr 5, 23:51","Apr 8, 10:57","2d 11h"
9873840,Okpo, Korea,"Mar 16, 23:18","-","-"
9749609,Kawasaki, Japan,"May 9, 04:49","May 10, 00:00","19h 10m"
9749609,Shimizu, Japan,"May 5, 00:15","May 6, 00:37","1d"
9749609,Wheatstone LNG Term., Australia,"Apr 21, 02:06","Apr 22, 00:21","22h 14m"
9749609,Nagoya, Japan,"Apr 6, 01:26","Apr 7, 01:06","23h 39m"
9749609,Nagoya Anch., Japan,"Apr 5, 00:22","Apr 6, 00:43","1d"
9862906,Experience FPSO, Brazil,"May 8, 11:26","May 11, 13:18","3d 1h"
9862906,Freeport, United States (USA),"Apr 25, 13:49","Apr 26, 18:38","1d 4h"
9862906,Rio de Janeiro Anch., Brazil,"Apr 9, 12:34","Apr 10, 05:39","17h 5m"
9862906,Freeport, United States (USA),"Mar 21, 15:41","Mar 25, 15:07","3d 23h"
9862906,Freeport Anch., United States (USA),"Mar 20, 13:39","Mar 21, 15:01","1d 1h"
9864784,Tianjin Xingang, China,"May 5, 01:14","May 6, 07:01","1d 5h"
9864784,Tianjin Anch., China,"May 4, 21:53","May 4, 23:50","1h 57m"
9864784,Bonny, Nigeria,"Apr 6, 07:27","Apr 8, 06:49","1d 23h"
9845776,Sabine, United States (USA),"Apr 11, 07:35","Apr 12, 11:06","1d 3h"
9682605,Panama Canal Anch. Atlantic, Panama,"Apr 26, 11:10","Apr 29, 08:27","2d 21h"
9682605,Sabine, United States (USA),"Apr 20, 20:18","Apr 22, 04:51","1d 8h"
9682605,Rotterdam Maasvlakte, Netherlands,"Apr 6, 11:53","Apr 7, 13:51","1d 1h"
9682605,Point Fortin, Trinidad & Tobago,"Mar 22, 16:06","-","-"
9682605,La Brea (Brighton) Anch., Trinidad & Tobago,"Mar 22, 09:45","Mar 22, 14:39","4h 54m"
9864928,Ingleside, United States (USA),"May 8, 08:28","May 9, 14:04","1d 5h"
9864928,Corpus Christi Anch., United States (USA),"Apr 29, 16:44","May 8, 06:25","8d 13h"
9864928,Zeebrugge, Belgium,"Apr 13, 09:43","Apr 14, 10:38","1d"
9864928,Antwerpen Anch., Belgium,"Apr 12, 21:56","Apr 13, 07:28","9h 31m"
9864928,Ingleside, United States (USA),"Mar 27, 02:30","Mar 28, 15:08","1d 12h"
9766542,Freeport, United States (USA),"Apr 2, 00:14","Apr 3, 13:20","1d 13h"
9766542,Freeport Anch., United States (USA),"Mar 29, 10:34","Apr 1, 13:25","3d 2h"
9766542,Thamesport, United Kingdom (UK),"Mar 13, 23:02","Mar 15, 02:07","1d 3h"
9372963,Incheon, Korea,"May 11, 03:54","-","-"
9372963,Gladstone, Australia,"Apr 28, 15:15","Apr 29, 22:39","1d 7h"
9372963,Incheon, Korea,"Apr 14, 00:05","Apr 15, 01:32","1d 1h"
9372963,Gladstone, Australia,"Apr 1, 18:26","Apr 3, 00:09","1d 5h"
9372963,Okpo Anch., Korea,"Mar 19, 06:16","Mar 21, 04:32","1d 22h"
9045132,Withnell Bay, Australia,"May 6, 04:11","May 7, 02:56","22h 45m"
9045132,Mizushima, Japan,"Apr 19, 01:57","Apr 20, 04:44","1d 2h"
9045132,Dampier Anch., Australia,"Apr 7, 12:20","Apr 9, 03:23","1d 15h"
9045132,Withnell Bay, Australia,"Apr 5, 07:56","Apr 6, 13:12","1d 5h"
9045132,Sakai, Japan,"Mar 25, 01:33","Mar 26, 02:35","1d 1h"
9433884,Kokura, Japan,"May 11, 00:29","-","-"
9433884,Takamatsu, Japan,"May 9, 23:14","May 10, 04:01","4h 47m"
9433884,Takamatsu Anch., Japan,"May 9, 09:56","May 9, 23:07","13h 10m"
9433884,Shikama, Japan,"May 8, 23:30","May 9, 06:19","6h 48m"
9433884,Matsuyama, Japan,"May 6, 00:45","May 6, 05:19","4h 34m"
9758832,Pasir Gudang,"Johor Anch., Malaysia","Apr 30, 03:49","May 3, 02:19","2d 22h"
9758832,Thamesport, United Kingdom (UK),"Mar 15, 23:27","Mar 17, 02:09","1d 2h"
9694749,Tianjin Xingang, China,"Apr 29, 01:37","May 1, 01:41","2d"
9694749,Gladstone, Australia,"Apr 16, 16:57","Apr 17, 23:41","1d 6h"
9694749,Dapeng, China,"Apr 5, 06:13","Apr 6, 08:53","1d 2h"
9694749,Gladstone, Australia,"Mar 23, 23:55","Mar 25, 09:07","1d 9h"
9694749,Tieshan, China,"-","Mar 12, 07:24","-"
9661869,Seria, Brunei,"-","May 9, 16:49","-"
9661869,Anegasaki, Japan,"Apr 29, 04:23","Apr 30, 05:44","1d 1h"
9661869,Singapore Anch. 1, Singapore,"Apr 5, 10:18","Apr 6, 10:35","1d"
9661869,Shikama, Japan,"Mar 24, 02:13","Mar 25, 02:59","1d"
9132741,Ras Laffan, Qatar,"Apr 23, 07:37","Apr 24, 06:26","22h 49m"
9132741,Singapore Anch. 1, Singapore,"Apr 11, 06:46","Apr 11, 22:55","16h 9m"
9132741,Kisarazu, Japan,"Apr 2, 23:54","Apr 4, 01:19","1d 1h"
9132741,Ras Laffan, Qatar,"Mar 14, 21:17","Mar 15, 22:57","1d 1h"
9877133,Freeport Anch., United States (USA),"Apr 14, 13:14","-","-"
9877133,Freeport, United States (USA),"Apr 11, 18:38","Apr 14, 12:44","2d 18h"
9877133,Freeport Anch., United States (USA),"Apr 2, 13:28","Apr 11, 17:48","9d 4h"
9877133,Rotterdam Maasvlakte, Netherlands,"Mar 17, 23:03","Mar 18, 21:09","22h 6m"
9877133,Gibraltar West Anch., Gibraltar,"Mar 13, 22:35","Mar 14, 12:15","13h 40m"
9766580,Ingleside, United States (USA),"Apr 13, 18:30","-","-"
9766580,Ingleside, United States (USA),"Apr 12, 13:11","Apr 13, 18:23","1d 5h"
9766580,Corpus Christi Anch., United States (USA),"Apr 11, 11:21","Apr 12, 11:29","1d"
9766580,Gibraltar East Anch., Gibraltar,"Mar 27, 03:45","Mar 27, 19:41","15h 55m"
9132818,Ras Laffan, Qatar,"May 9, 09:22","-","-"
9132818,Ras Laffan Anch., Qatar,"May 4, 13:40","May 9, 08:31","4d 18h"
9132818,Ras Laffan, Qatar,"Apr 10, 05:44","May 4, 09:04","24d 3h"
9132818,Ras Laffan Anch., Qatar,"Apr 9, 14:37","Apr 10, 05:18","14h 40m"
9132818,Singapore Anch. 1, Singapore,"Mar 31, 01:55","Mar 31, 15:02","13h 7m"
9294264,Mab Tapud, Thailand,"Apr 28, 23:12","Apr 30, 01:37","1d 2h"
9372743,Ras Laffan, Qatar,"May 10, 07:17","May 11, 13:04","1d 5h"
9372743,Ras Laffan Anch., Qatar,"Apr 21, 10:22","May 10, 06:20","18d 19h"
9372743,Singapore Anch. 1, Singapore,"Apr 12, 09:35","Apr 13, 06:20","20h 45m"
9372743,Ningbo Anch., China,"Apr 3, 03:00","Apr 7, 08:56","4d 5h"
9372743,Pyeongtaek, Korea,"Mar 30, 07:01","Mar 31, 22:44","1d 15h"
9388819,Port Said Anch., Egypt,"May 10, 16:35","May 11, 01:02","8h 27m"
9388819,Gibraltar West Anch., Gibraltar,"May 5, 14:19","May 6, 08:43","18h 23m"
9388819,Milford Haven, United Kingdom (UK),"Apr 30, 23:56","May 2, 06:45","1d 6h"
9388819,Malta Anch., Malta,"Apr 24, 06:30","Apr 24, 22:04","15h 34m"
9388819,As Suways (Suez) Anch., Egypt,"Apr 20, 14:22","Apr 21, 05:07","14h 44m"
9388821,Ras Laffan Anch., Qatar,"May 10, 07:23","-","-"
9388821,Port Said Anch., Egypt,"May 1, 10:18","May 2, 03:25","17h 6m"
9388821,Milford Haven, United Kingdom (UK),"Apr 21, 09:53","Apr 22, 19:11","1d 9h"
9388821,Las Palmas (Gr.Canaria) Anch., Spain,"Apr 15, 19:06","-","-"
9388821,Ras Laffan, Qatar,"Mar 22, 11:12","Mar 23, 16:45","1d 5h"
9418365,Ras Laffan, Qatar,"Apr 25, 06:20","Apr 27, 05:31","1d 23h"
9418365,Ras Laffan Anch., Qatar,"Apr 20, 12:00","Apr 25, 05:56","4d 17h"
9418365,Las Palmas (Gr.Canaria) Anch., Spain,"Mar 29, 13:53","-","-"
9418365,Milford Haven, United Kingdom (UK),"Mar 23, 10:41","Mar 24, 20:17","1d 9h"
9418365,As Suways (Suez) Anch., Egypt,"Mar 13, 08:51","Mar 14, 06:23","21h 31m"
9443401,Ras Laffan, Qatar,"May 4, 10:09","May 5, 16:08","1d 5h"
9443401,Ras Laffan Anch., Qatar,"May 3, 14:36","May 4, 09:34","18h 58m"
9443401,Singapore Anch. 1, Singapore,"Apr 24, 00:36","Apr 24, 16:10","15h 34m"
9443401,Incheon, Korea,"Apr 15, 23:35","Apr 17, 07:54","1d 8h"
9443401,Ras Laffan, Qatar,"Mar 29, 23:58","Mar 31, 05:31","1d 5h"
9431214,Malta Anch., Malta,"May 6, 04:21","May 7, 17:34","1d 13h"
9431214,As Suways (Suez) Anch., Egypt,"May 2, 11:19","May 3, 05:55","18h 35m"
9431214,Ras Laffan, Qatar,"Apr 23, 04:01","Apr 24, 09:09","1d 5h"
9431214,Ras Laffan Anch., Qatar,"Mar 30, 18:25","Apr 23, 01:22","23d 6h"
9431214,Singapore Anch. 1, Singapore,"Mar 21, 04:38","Mar 21, 23:46","19h 8m"
9388833,Singapore Anch. 1, Singapore,"May 1, 22:46","May 2, 19:08","20h 22m"
9388833,Pyeongtaek, Korea,"Apr 23, 05:17","Apr 24, 22:48","1d 17h"
9388833,Ras Laffan, Qatar,"Apr 6, 16:42","Apr 7, 23:47","1d 7h"
9388833,Ras Laffan Anch., Qatar,"Apr 4, 21:02","Apr 6, 15:50","1d 18h"
9388833,Singapore Anch. 1, Singapore,"Mar 26, 17:22","Mar 27, 11:32","18h 9m"
9337755,Singapore Anch. 1, Singapore,"May 11, 06:49","-","-"
9337755,Incheon, Korea,"May 4, 00:03","May 5, 07:58","1d 7h"
9337755,Ras Laffan Anch., Qatar,"Apr 14, 18:18","Apr 15, 10:58","16h 39m"
9337755,Ras Laffan, Qatar,"Apr 12, 18:09","Apr 14, 17:53","1d 23h"
