Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
DIAMOND GAS SAKURA,9810020,311000771,Bahamas,294,49,144828,87494,"Thamesport, United Kingdom (UK)",2021-05-23-06:22,"Lake Charles, United States (USA)",,2021-06-10-11:00,9.8,,178.6°,11.3 kn,Under way,2021-06-10,2021-06-10-09:36
DIAMOND GAS ROSE,9779238,311000770,Bahamas,294,49,144828,94145,"Kawasaki, Japan",2021-05-25-02:14,"Sasebo, Japan",,2021-06-02-20:39,9.7,,270.5°,10.9 kn,-,2021-06-10,2021-05-31-13:41
GRACE DAHLIA,9540716,432935000,Japan,300,52,141671,86512,"Ras Laffan, Qatar",2021-05-29-03:52,ARGENTINA F.O.,,2021-06-22-03:00,10.5,,123.9°,17.7 kn,-,2021-06-10,2021-05-30-08:57
ENERGY HORIZON,9483877,432807000,Japan,300,52,141136,87257,"Yokohama, Japan",2021-06-08-03:16,"Dampier, Australia",,2021-06-17-21:00,9.7,,204.8°,15.1 kn,-,2021-06-10,2021-06-08-10:23
MARVEL HERON,9770440,374022000,Panama,298,49,139050,92659,"Sakai, Japan",2021-04-25-06:56,"Cameron, United States (USA)",,2021-06-17-11:00,9.7,,178.9°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:40
MARVEL CRANE,9770438,563073300,Singapore,298,49,139049,92799,"Yokohama, Japan",2021-06-02-06:37,> BLB PNM,,2021-06-25-03:00,11.5,,57.2°,15.9 kn,-,2021-06-10,2021-06-02-15:30
AL RUWAIS,9337951,309904000,Bahamas,315,50,137535,121823,"Sabine, United States (USA)",2021-05-25-16:32,HAZIRA FOR ORDERS,,2021-06-21-00:30,11.3,,106.0°,15.5 kn,Under way,2021-06-10,2021-06-10-07:34
AL SAFLIYA,9337963,308171000,Bahamas,315,50,137535,121963,"Ras Laffan, Qatar",2021-06-02-20:46,"Zhuhai, China",,2021-06-15-22:00,12.2,,135.4°,17.9 kn,-,2021-06-10,2021-06-03-18:54
AL GHARIYA,9337987,308248000,Bahamas,315,50,137535,121730,"Kisarazu, Japan",2021-06-06-05:25,"Singapore, Singapore",,2021-06-13-10:00,9.7,,210.1°,16.8 kn,-,2021-06-10,2021-06-06-10:48
DUHAIL,9337975,309599000,Bahamas,315,50,137535,121639,"Malta Anch., Malta",2021-06-05-15:20,"Skagen, Denmark",,2021-06-13-04:00,12.0,,27.0°,16.5 kn,Under way,2021-06-10,2021-06-10-09:13
AL SHEEHANIYA,9360831,538003364,Marshall Islands,315,50,136980,122006,"Malta Anch., Malta",2021-06-06-10:00,"Zeebrugge, Belgium",,2021-06-19-01:01,11.1,,132.2°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:45
AL BAHIYA,9431147,538003349,Marshall Islands,315,50,136980,121957,"Malta Anch., Malta",2021-06-09-18:52,"Barcelona, Spain",,2021-06-11-22:22,11.4,,296.0°,14.7 kn,Under way,2021-06-10,2021-06-10-08:36
AL KHATTIYA,9431111,538003350,Marshall Islands,315,50,136980,121946,"As Suways (Suez) Anch., Egypt",2021-06-07-04:32,"Chioggia, Italy",,2021-06-10-22:01,12.3,,322.6°,16.8 kn,Under way,2021-06-10,2021-06-10-09:46
AL NUAMAN,9431135,538003351,Marshall Islands,315,50,136980,121910,"Jebel Ali, United Arab Emirates (UAE)",2021-06-08-13:10,"Ras Laffan Anch., Qatar",,2021-06-09-16:46,9.5,,331.9°,0.1 kn,At anchor,2021-06-10,2021-06-10-09:43
AL KARAANA,9431123,538003358,Marshall Islands,315,50,136980,122052,"Ras Laffan Anch., Qatar",2021-06-06-11:56,"Singapore, Singapore",,2021-06-16-16:16,12.3,,70.0°,14.9 kn,-,2021-06-10,2021-06-07-02:22
ONAIZA,9397353,538003363,Marshall Islands,315,50,136980,121939,"Ras Laffan Anch., Qatar",2021-06-08-02:33,"Dahej, India",,2021-06-12-01:00,12.1,,66.3°,17.2 kn,-,2021-06-10,2021-06-08-17:22
AL SADD,9397341,538003361,Marshall Islands,315,50,136980,121913,"Ras Laffan, Qatar",2021-06-06-19:48,BAY OF BENGAL,,2021-06-17-06:06,11.0,,73.2°,12.9 kn,-,2021-06-10,2021-06-07-11:17
SEISHU MARU,9666558,311000261,Bahamas,288,49,136740,86414,"Caofeidian, China",2021-05-30-09:47,AUS ASBTN,,2021-06-24-00:01,9.4,,185.5°,11.4 kn,-,2021-06-10,2021-06-04-09:39
ESSHU MARU,9666560,311000285,Bahamas,288,49,136740,86455,"Nagoya, Japan",2021-05-25-01:13,"Yokohama, Japan",,2021-06-22-22:00,11.6,,167.2°,12.3 kn,-,2021-06-10,2021-05-25-14:15
LNG SATURN,9696149,311000439,Bahamas,288,49,136739,86044,"Singapore Anch. 1, Singapore",2021-05-29-05:26,"Darwin, Australia",,2021-06-25-00:00,10.6,,47.1°,10.7 kn,-,2021-06-10,2021-05-29-11:22
LNG JUROJIN,9666998,311000420,Bahamas,288,49,136739,86121,"Singapore, Singapore",2021-06-09-02:07,"Gladstone, Australia",,2021-06-21-14:01,9.7,,47.0°,16.1 kn,-,2021-06-10,2021-06-09-07:19
PACIFIC MIMOSA,9743875,431778000,Japan,288,49,136716,86497,"Yokohama, Japan",2021-06-07-23:14,JP YOK XX HNN,,2021-06-08-00:01,6.0,,313.0°,0.3 kn,-,2021-06-10,2021-06-08-02:02
LNG MARS,9645748,431177000,Japan,288,49,136710,86161,"Sakai, Japan",2021-06-08-02:22,QL OMAN,,2021-06-23-03:00,10.8,,184.6°,17.3 kn,-,2021-06-10,2021-06-08-08:26
FRAIHA,9360817,538003101,Marshall Islands,306,50,136685,121914,"Ras Laffan Anch., Qatar",2021-06-05-18:07,"Hazira, India",,2021-06-15-06:00,12.1,,60.0°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:18
MURWAB,9360805,538003100,Marshall Islands,315,50,136685,121843,"Singapore Anch. 1, Singapore",2021-06-01-07:10,"Ras Laffan, Qatar",,2021-06-12-12:00,9.3,,305.0°,15.0 kn,-,2021-06-10,2021-06-02-00:23
UMM AL AMAD,9360829,538003073,Marshall Islands,315,50,136685,121730,"Singapore Anch. 1, Singapore",2021-05-27-15:30,"Ras Laffan Anch., Qatar",,2021-06-07-02:26,9.4,,44.0°,0.5 kn,At anchor,2021-06-10,2021-06-10-09:40
AL AAMRIYA,9338266,538003099,Marshall Islands,315,50,136685,121935,"Malta Anch., Malta",2021-06-08-15:42,"Milford Haven, United Kingdom (UK)",,2021-06-15-05:00,12.1,,250.7°,14.7 kn,Under way,2021-06-10,2021-06-10-09:44
AL ORAIQ,9360790,538003072,Marshall Islands,315,50,136685,122079,"Port Said Anch., Egypt",2021-06-03-01:26,"Ras Laffan, Qatar",,2021-06-11-18:00,9.5,,309.0°,17.0 kn,Under way,2021-06-10,2021-06-10-08:15
AL GHARRAFA,9337717,538002920,Marshall Islands,315,50,136410,106898,"Mab Tapud, Thailand",2021-05-30-03:46,"Ras Laffan, Qatar",,2021-06-10-03:47,9.7,,168.4°,0.0 kn,Moored,2021-06-10,2021-06-10-09:42
TEMBEK,9337731,538002921,Marshall Islands,315,50,136410,106896,"Ras Laffan, Qatar",2021-06-08-16:26,CN ZHE,,2021-06-26-22:22,12.1,,144.7°,15.8 kn,-,2021-06-10,2021-06-09-18:03
AL GATTARA,9337705,538002917,Marshall Islands,315,50,136410,106898,"Ras Laffan Anch., Qatar",2021-06-08-23:56,"Singapore, Singapore",,2021-06-28-00:00,11.6,,44.2°,0.1 kn,At anchor,2021-06-10,2021-06-10-09:22
AL HAMLA,9337743,538002922,Marshall Islands,315,50,136410,106983,"Singapore Anch. 1, Singapore",2021-06-01-02:42,"Ras Laffan, Qatar",,2021-06-11-09:00,9.7,,250.4°,20.1 kn,Under way,2021-06-10,2021-06-10-09:40
AL UTOURIYA,9360867,538003020,Marshall Islands,315,50,136355,104561,"Ras Laffan, Qatar",2021-06-09-13:54,"Mina' al Ahmadi, Kuwait",,2021-06-10-10:00,11.3,,80.2°,3.6 kn,Under way,2021-06-10,2021-06-10-09:45
AL SAHLA,9360855,538003019,Marshall Islands,315,50,136355,104666,"Mab Tapud, Thailand",2021-06-07-13:43,"Singapore, Singapore",,2021-06-11-03:00,9.4,,155.0°,15.1 kn,-,2021-06-10,2021-06-09-00:24
AL THUMAMA,9360843,538003018,Marshall Islands,315,50,136355,104701,"Singapore Anch. 1, Singapore",2021-06-10-03:14,"Barrow Island, Australia",,2021-06-16-08:08,9.7,,82.0°,15.8 kn,-,2021-06-10,2021-06-10-08:55
MESAIMEER,9337729,538003360,Marshall Islands,315,50,136168,107160,"Ras Laffan, Qatar",2021-06-09-19:32,RLF ANCH,,2021-09-30-18:18,11.0,,79.0°,17.7 kn,At anchor,2021-06-10,2021-06-10-09:45
AL REKAYYAT,9397339,538003347,Marshall Islands,315,50,136168,107160,"Ras Laffan Anch., Qatar",2021-05-26-14:13,BANGLADESH,,2021-06-09-19:19,10.8,,156.0°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:45
AL KHARAITIYAT,9397327,538003352,Marshall Islands,315,50,136168,107153,"Singapore Anch. 1, Singapore",2021-06-10-07:41,SG GUSONG PGBG,,2021-06-10-07:07,9.7,,49.8°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:45
LNG SAKURA,9774135,311000760,Bahamas,300,49,135977,82137,"Singapore Anch. 1, Singapore",2021-04-29-09:48,"Baltimore, USA, United States (USA)",,2021-06-18-07:01,9.7,,301.1°,16.7 kn,-,2021-06-10,2021-05-18-18:56
SOHSHU MARU,9791212,311000580,Bahamas,300,49,135951,82254,"Panama Canal Anch. Atlantic, Panama",2021-05-13-10:59,CS ZOS,,2021-06-10-22:00,11.6,,149.3°,0.0 kn,-,2021-06-10,2021-06-08-01:33
SHINSHU MARU,9791200,311000845,Bahamas,300,49,135951,82287,"Dunkerque, France",2021-05-30-16:48,FREEPORT USA,,2021-06-25-11:00,9.6,,240.0°,12.0 kn,-,2021-06-10,2021-06-01-08:00
AL KHUWAIR,9360908,311000140,Bahamas,315,50,135848,109555,"Ras Laffan, Qatar",2021-05-31-19:35,"Mab Tapud, Thailand",,2021-06-11-23:00,12.2,,51.0°,14.6 kn,-,2021-06-10,2021-06-10-03:38
AL KHARSAAH,9360881,309333000,Bahamas,315,50,135848,109484,"Ras Laffan Anch., Qatar",2021-06-10-04:37,"Ras Laffan, Qatar",,2021-06-10-06:03,9.6,,189.0°,0.0 kn,Moored,2021-06-10,2021-06-10-07:08
AL HUWAILA,9360879,309255000,Bahamas,315,50,135848,109503,"Swinoujscie, Poland",2021-06-08-20:00,"Gibraltar, Gibraltar",,2021-06-14-06:00,9.3,,205.9°,18.7 kn,Under way,2021-06-10,2021-06-10-09:46
AL SHAMAL,9360893,309781000,Bahamas,315,50,135848,109662,"Port Said Anch., Egypt",2021-06-07-03:53,ARMED GUARDS ONBOARD,,2021-06-15-05:00,9.5,,97.7°,4.7 kn,-,2021-06-10,2021-06-09-14:47
SERI CAMAR,9714305,533130687,Malaysia,290,49,133948,84295,"Pasir Gudang, Johor Anch., Malaysia",2021-06-08-04:14,"Kota Kinabalu, Malaysia",,2021-06-11-04:00,9.7,,49.0°,15.6 kn,-,2021-06-10,2021-06-09-05:27
SERI CEMARA,9756389,533130753,Malaysia,290,49,133948,84291,"Gaolan, China",2021-05-29-10:01,"Tianjin Xingang, China",,2021-06-21-00:00,11.4,,35.5°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:44
SERI CAMELLIA,9714276,533130463,Malaysia,290,46,133948,84333,"Yung An, Taiwan",2021-06-02-23:41,"Gladstone, Australia",,2021-06-13-00:00,9.5,,184.9°,17.0 kn,-,2021-06-10,2021-06-03-03:13
SERI CENDERAWASIH,9714288,533180210,Malaysia,290,46,133948,84303,"Pengerang, Malaysia",2021-05-28-06:34,"Bintulu, Sarawak, Malaysia",,2021-06-12-14:30,9.7,,184.1°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:45
SERI CEMPAKA,9714290,533130607,Malaysia,290,49,133948,84311,"Kisarazu, Japan",2021-06-08-02:17,"Labuan, Malaysia",,2021-06-17-00:00,9.5,,215.6°,12.2 kn,-,2021-06-10,2021-06-09-12:21
RUDOLF SAMOYLOVICH,9750713,311000627,Bahamas,299,50,128975,96703,"Rotterdam Maasvlakte, Netherlands",2021-06-09-19:34,"Sabetta, Russia",,2021-06-17-07:00,11.2,,343.0°,16.1 kn,-,2021-06-10,2021-06-10-09:23
EDUARD TOLL,9750696,311000548,Bahamas,299,50,128975,96840,"Sabetta, Russia",2021-06-06-07:53,"Rotterdam, Netherlands",,2021-06-12-22:01,12.0,,210.0°,18.8 kn,Under way,2021-06-10,2021-06-10-09:40
NIKOLAY YEVGENOV,9750725,311000631,Bahamas,299,50,128969,96821,"Thamesport, United Kingdom (UK)",2021-06-02-03:30,"Sabetta, Russia",,2021-06-08-12:00,10.9,,62.6°,15.9 kn,-,2021-06-10,2021-06-05-19:51
YAKOV GAKKEL,9750672,311000634,Bahamas,299,50,128969,96839,"Sabetta, Russia",2021-06-04-22:28,"Ferrol, Spain",,2021-06-12-18:00,12.0,,213.0°,17.6 kn,Under way,2021-06-10,2021-06-10-09:38
GEORGIY USHAKOV,9750749,311000633,Bahamas,299,50,128969,96796,"Thamesport, United Kingdom (UK)",2021-06-09-22:04,GBIOG,,2021-06-09-18:00,11.8,,-,0.0 kn,Moored,2021-06-10,2021-06-10-09:45
VLADIMIR VORONIN,9750737,311000632,Bahamas,299,50,128969,96840,"Sabetta, Russia",2021-06-03-16:27,"Montoir, France",,2021-06-12-02:30,11.9,,140.0°,16.4 kn,Under way,2021-06-10,2021-06-10-09:46
MARVEL EAGLE,9759240,374375000,Panama,300,49,128917,83571,"Sakaide Anch., Japan",2021-06-06-01:15,"Sakaide, Japan",,2021-06-06-01:17,7.7,,223.5°,5.8 kn,-,2021-06-10,2021-06-04-06:29
MARVEL PELICAN,9759252,356051000,Panama,300,49,128917,83636,"Panama Canal Anch. Atlantic, Panama",2021-05-20-09:22,"Yung An, Taiwan",,2021-06-12-16:00,11.0,,283.9°,16.8 kn,-,2021-06-10,2021-05-28-06:54
VLADIMIR RUSANOV,9750701,477150100,Hong Kong,299,50,128806,96844,"Bilbao, Spain",2021-06-09-05:37,"Sabetta, Russia",,2021-06-18-09:00,11.0,,17.0°,16.2 kn,Under way,2021-06-10,2021-06-10-09:25
CHRISTOPHE DE MARGERIE,9737187,212611000,Cyprus,299,50,128806,96779,"Rotterdam Maasvlakte, Netherlands",2021-06-04-22:30,RUSAB/ SABETTA,,2021-06-12-01:00,10.8,,58.8°,13.3 kn,-,2021-06-10,2021-06-09-01:57
FEDOR LITKE,9768370,212660000,Cyprus,299,50,128806,96839,"Zeebrugge, Belgium",2021-05-31-11:17,"Montoir, France",,2021-06-16-21:00,11.9,,61.0°,17.7 kn,-,2021-06-10,2021-06-04-01:59
GEORGIY BRUSILOV,9768382,212770000,Cyprus,299,50,128806,96847,"Zeebrugge, Belgium",2021-06-09-20:40,"Sabetta, Russia",,2021-06-17-09:00,10.7,,41.4°,17.4 kn,Under way,2021-06-10,2021-06-10-09:43
VLADIMIR VIZE,9750658,477194200,Hong Kong,299,50,128806,96851,"Zeebrugge, Belgium",2021-06-04-09:13,"Sabetta, Russia",,2021-06-11-17:00,10.8,,77.1°,15.8 kn,-,2021-06-10,2021-06-08-12:35
BORIS VILKITSKY,9768368,212654000,Cyprus,299,50,128806,96958,"Sabetta, Russia",2021-06-07-16:35,GBIOG,,2021-06-15-05:00,12.0,,57.4°,19.2 kn,-,2021-06-10,2021-06-02-22:09
LNG FUKUROKUJU,9666986,311000365,Bahamas,293,49,127242,83809,"Mugardos, Spain",2021-06-07-13:26,"Ferrol, Spain",,2021-06-13-08:00,10.0,,234.4°,1.2 kn,Restricted,2021-06-10,2021-06-10-09:46
CASTILLO DE CALDELAS,9742819,248720000,Malta,297,49,126004,93241,"Singapore Anch. 1, Singapore",2021-06-04-09:29,CN YGK,,2021-06-13-12:00,12.0,,50.7°,19.0 kn,-,2021-06-10,2021-06-09-07:17
CASTILLO DE MERIDA,9742807,248516000,Malta,287,49,126004,93241,"Sabine, United States (USA)",2021-05-29-12:55,"Revithoussa Desfa LNG Term., Greece",,2021-06-15-03:00,11.3,,71.5°,17.1 kn,Under way,2021-06-10,2021-06-10-09:46
PACIFIC ARCADIA,9621077,311072200,Bahamas,288,49,123005,78311,"Tianjin Xingang, China",2021-05-30-00:47,"Kisarazu, Japan",,2021-06-14-01:45,11.6,,125.8°,12.0 kn,-,2021-06-10,2021-06-01-03:50
NIKOLAY ZUBOV,9768526,209351000,Cyprus,299,50,122806,96865,"Sabetta, Russia",2021-06-09-23:45,"Zeebrugge, Belgium",,2021-06-16-13:00,12.0,,48.0°,16.2 kn,-,2021-06-10,2021-06-02-16:02
BORIS DAVYDOV,9768394,209356000,Cyprus,299,50,122806,96765,"Dunkerque, France",2021-06-03-19:12,"Sabetta, Russia",,2021-06-10-09:00,11.0,,58.7°,18.8 kn,-,2021-06-10,2021-06-07-09:20
CYGNUS PASSAGE,9376294,309739000,Bahamas,288,49,122444,79555,"Yura, Wakayama, Japan",2021-06-10-00:57,YUR-YOS,,2021-06-13-23:00,7.9,,207.0°,9.7 kn,Under way,2021-06-10,2021-06-10-09:46
ALTO ACRUX,9343106,308592000,Bahamas,288,49,122361,80229,"Yokkaichi, Japan",2021-06-08-00:22,"Darwin, Australia",,2021-06-20-14:30,9.4,,201.0°,12.8 kn,-,2021-06-10,2021-06-08-05:21
ADRIANO KNUTSEN,9831220,224983000,Spain,299,48,122261,96354,"Rotterdam Maasvlakte, Netherlands",2021-05-27-22:40, FREEPORT - DRIFTING,,2021-06-15-17:00,9.8,,189.3°,11.3 kn,-,2021-06-10,2021-06-09-01:27
TRAIANO KNUTSEN,9854765,257575000,Norway,299,48,122261,95870,"Rotterdam Maasvlakte, Netherlands",2021-06-07-23:50,"Corpus Christi, United States (USA)",,2021-06-21-18:00,9.3,,250.0°,16.5 kn,-,2021-06-10,2021-06-09-02:00
GRAND ANIVA,9338955,212883000,Cyprus,288,49,122239,74044,"Niigata, Japan",2021-06-04-00:24,"Gwangyang, Korea",,2021-06-10-23:00,11.4,,215.5°,13.6 kn,-,2021-06-10,2021-06-09-07:30
PRISM BRILLIANCE,9810551,371086000,Panama,299,48,122166,97494,"Swinoujscie, Poland",2021-05-15-09:13,"Freeport Anch., United States (USA)",,2021-06-05-21:44,9.5,,79.8°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:41
PRISM AGILITY,9810549,372487000,Panama,299,48,122166,97494,"Ciwandan Anch., Indonesia",2021-05-18-03:54,"Freeport, United States (USA)",,2021-06-21-13:00,9.6,,298.4°,15.5 kn,-,2021-06-10,2021-05-31-22:33
ENERGY UNIVERSE,9758844,354114000,Panama,300,49,122142,88700,"Withnell Bay, Australia",2021-05-24-07:22,"Manila, Philippines",,2021-06-09-00:00,9.6,,289.3°,0.1 kn,At anchor,2021-06-10,2021-06-10-09:45
ENERGY LIBERTY,9736092,431540000,Japan,300,49,121982,88676,"Singapore Anch. 1, Singapore",2021-06-08-00:50,"Dampier, Australia",,2021-06-19-21:00,5.8,,82.5°,11.6 kn,-,2021-06-10,2021-06-08-06:46
ENERGY GLORY,9752565,431776000,Japan,300,49,121981,88677,"Yokohama, Japan",2021-05-21-03:43,>JP TSU OFF,,2021-06-08-20:20,9.6,,223.4°,0.0 kn,At anchor,2021-06-10,2021-06-10-09:44
LNG JUPITER,9341689,311019200,Bahamas,290,49,121675,81950,"Barrow Island, Australia",2021-06-06-00:20,JP YOSHINOURA,,2021-06-15-22:00,11.7,,57.4°,12.5 kn,-,2021-06-10,2021-06-06-05:57
ARCTIC PRINCESS,9271248,257739000,Norway,288,49,121597,84878,"Panama Canal Anch. Atlantic, Panama",2021-06-05-09:55,"Qingdao, China",,2021-06-27-00:00,10.9,,180.4°,11.2 kn,-,2021-06-10,2021-06-06-00:39
ARCTIC LADY,9284192,257742000,Norway,288,49,121597,84878,"Montevideo Anch., Uruguay",2021-05-27-13:25,SABINE PASS,,2021-06-12-05:01,9.1,,43.8°,16.0 kn,-,2021-06-10,2021-05-28-12:48
LNG BARKA,9341299,308579000,Bahamas,290,49,121514,82308,"Yokohama, Japan",2021-06-05-00:32,"Yeosu, Korea",,2021-06-09-21:00,9.6,,258.0°,8.9 kn,-,2021-06-10,2021-06-06-12:12
ENERGY CONFIDENCE,9405588,432694000,Japan,290,49,121413,75891,"Singapore Anch. 3, Singapore",2021-06-03-01:28,"Darwin, Australia",,2021-06-18-20:30,9.7,,139.3°,11.1 kn,-,2021-06-10,2021-06-04-05:44
GASLOG WARSAW,9816763,241662000,Greece,297,47,120859,92996,"Panama Canal Anch. Atlantic, Panama",2021-06-04-10:10,"Quintero, Chile",,2021-06-14-07:01,11.0,,157.5°,12.2 kn,-,2021-06-10,2021-06-08-07:10
GASLOG WINDSOR,9819650,310787000,Bermuda,297,47,120709,98000,"Thamesport, United Kingdom (UK)",2021-05-09-11:36,"Cove Point, United States (USA)",,2021-06-09-04:01,9.4,,315.8°,0.8 kn,-,2021-06-10,2021-06-09-10:24
GRAND MEREYA,9338929,209856000,Cyprus,290,49,120525,74497,"Dalian, China",2021-06-04-22:06,"Prigorodnoye, Russia",,2021-06-11-00:00,9.6,,34.1°,18.5 kn,-,2021-06-10,2021-06-06-17:45
GAIL BHUWAN,9877145,209997000,Cyprus,298,48,119891,98300,"Cove Point, United States (USA)",2021-05-25-13:45,CAPE TOWN OPL,,2021-06-10-04:00,11.4,,111.2°,17.9 kn,Under way,2021-06-10,2021-06-10-09:31
LNG SCHNEEWEISSCHEN,9771913,357315000,Panama,298,48,119660,98747,"Singapore Anch. 1, Singapore",2021-06-05-06:29,"Freeport, United States (USA)",,2021-07-16-11:30,9.2,,319.0°,16.9 kn,-,2021-06-10,2021-06-05-21:52
ENERGY FRONTIER,9245720,432420000,Japan,290,49,119393,73795,"Nagoya, Japan",2021-05-19-00:24,"Shenzhen, China",,2021-06-15-14:00,11.3,,214.5°,9.5 kn,-,2021-06-10,2021-06-08-12:39
ENERGY ADVANCE,9269180,432495000,Japan,290,49,119233,73739,"Yung An, Taiwan",2021-06-06-23:35,"Yeosu, Korea",,2021-06-12-00:40,9.6,,134.0°,12.6 kn,-,2021-06-10,2021-06-07-06:05
LNG DREAM,9277620,309065000,Bahamas,290,49,118876,80889,"Kawasaki, Japan",2021-05-22-23:06,OPL BINTULU,,2021-06-03-02:00,10.0,,232.8°,10.5 kn,-,2021-06-10,2021-05-23-18:58
ENERGY NAVIGATOR,9355264,432634000,Japan,290,49,118842,73640,"Wheatstone LNG Term., Australia",2021-06-09-08:30,JP HIT,,2021-06-18-23:30,11.4,,38.1°,17.8 kn,Under way,2021-06-10,2021-06-10-03:28
TAITAR NO. 4,9403657,351767000,Panama,290,49,118634,77053,"Taichung, Taiwan",2021-06-02-22:04,"Ras Laffan, Qatar",,2021-06-16-15:00,9.9,,307.0°,21.1 kn,-,2021-06-10,2021-06-09-02:17
TAITAR NO. 1,9403669,371846000,Panama,290,49,118634,77089,"Manila Anch., Philippines",2021-06-01-08:47,RAS LFFAN QATAR,,2021-06-12-05:00,9.6,,308.0°,20.6 kn,-,2021-06-10,2021-06-04-20:21
TAITAR NO. 3,9403671,372195000,Panama,290,49,118634,77089,"Ras Laffan, Qatar",2021-06-05-15:44,"Taichung, Taiwan",,2021-06-18-06:00,9.9,,128.8°,18.1 kn,-,2021-06-10,2021-06-06-13:09
