Nom Bateau,IMO,MMSI,Pavillon,Longueur,Largeur,GT,DWT,Origine,ATD,Destination,Destination2,ETA,Tirant d'eau actuel,Coordonnees,Direction,Vitesse,Statut,Date scraping,Date position
IBRI LNG,9317315,355580000,Panama,290,49,118608,77282,"Lake Charles, United States (USA)",2021-05-24-23:17,"Chennai (ex Madras), India",,2021-06-20-06:00,11.4,,125.9°,17.3 kn,-,2021-05-30,2021-05-25-16:57
ARCTIC VOYAGER,9275335,309998000,Bahamas,290,49,118571,75485,"Bilbao Anch., Spain",2021-04-23-04:15,"Ferrol, Spain",,2021-05-03-02:25,9.2,,0.0°,0.0 kn,-,2021-05-30,2021-05-24-06:17
ARCTIC DISCOVERER,9276389,309481000,Bahamas,290,49,118571,75485,"Ingleside, United States (USA)",2021-05-21-22:32,"Klaipeda, Lithuania",,2021-06-07-09:00,11.3,,6.6°,20.5 kn,-,2021-05-30,2021-05-24-16:50
LALLA FATMA N'SOUMER,9275347,311775000,Bahamas,290,49,118363,80920,"Arzew, Algeria",2021-05-28-14:21,"Huelva, Spain",,2021-05-29-14:46,11.4,,268.6°,16.2 kn,-,2021-05-30,2021-05-29-07:53
ELISA LARUS,9852975,228385600,France,297,46,118286,82244,"Panama Canal Anch. Atlantic, Panama",2021-05-30-03:38,"Cristobal, Panama",,2021-05-30-03:00,11.5,,332.1°,0.0 kn,At anchor,2021-05-30,2021-05-30-07:25
FUJI LNG,9275359,229443000,Malta,290,49,118219,77351,"Sabine, United States (USA)",2021-05-27-10:26,Destination not available,,-,11.2,,137.7°,16.1 kn,-,2021-05-30,2021-05-28-04:26
SYMPHONIC BREEZE,9330745,309839000,Bahamas,290,49,117895,77163,"Kisarazu, Japan",2021-05-28-02:42,"Singapore, Singapore",,2021-06-07-06:00,10.0,,226.8°,11.1 kn,-,2021-05-30,2021-05-28-13:58
DIAMOND GAS METROPOLIS,9862487,311000968,Bahamas,297,46,117564,81950,"Tieshan, China",2021-05-19-07:18,"Balboa, Panama",,2021-06-15-07:00,9.7,,84.6°,16.3 kn,-,2021-05-30,2021-05-25-07:59
YAMAL SPIRIT,9781920,311000666,Bahamas,294,48,117162,91610,"Pyeongtaek, Korea",2021-05-20-23:44,SUEZ CANAL,,2021-06-07-06:00,7.0,,312.0°,20.7 kn,-,2021-05-30,2021-05-27-11:30
SK AUDACE,9693161,373808000,Panama,292,48,117031,94665,"Lake Charles, United States (USA)",2021-05-29-10:03,"Zeebrugge, Belgium",,2021-06-11-01:00,10.3,,238.7°,0.0 kn,Moored,2021-05-30,2021-05-30-07:27
SK RESOLUTE,9693173,354184000,Panama,292,48,117031,94665,"Freeport, United States (USA)",2021-05-24-17:40,"Sept-Iles, Canada",,2021-05-31-17:00,9.4,,120.0°,12.4 kn,-,2021-05-30,2021-05-26-14:19
SCF LA PEROUSE,9849887,636019530,Liberia,299,46,116779,81855,"Lake Charles, United States (USA)",2021-05-20-20:54,"Port Said, Egypt",,2021-06-05-16:00,11.4,,92.7°,18.9 kn,Under way,2021-05-30,2021-05-29-23:05
SCF BARENTS,9864746,636019878,Liberia,299,46,116779,81855,"Panama Canal Anch. Atlantic, Panama",2021-05-27-09:04,Destination not available,,-,11.5,,181.5°,18.8 kn,-,2021-05-30,2021-05-27-23:30
SCF TIMMERMAN,9870525,636020078,Liberia,299,46,116779,81855,"Singapore Anch. 1, Singapore",2021-05-30-04:59,SG-PWBGB,,2021-05-30-04:00,9.7,,279.8°,0.0 kn,At anchor,2021-05-30,2021-05-30-07:27
UMM AL ASHTAN,9074652,636010647,Liberia,290,48,116703,73100,"Das Island, United Arab Emirates (UAE)",2021-05-20-06:33,YUNGAN/TAIWAN TW_YAN,,2021-06-05-16:00,11.6,,52.0°,14.9 kn,-,2021-05-30,2021-05-29-05:09
AL HAMRA,9074640,636010544,Liberia,289,48,116703,72990,"Al Fujayrah Anch., United Arab Emirates (UAE)",2021-05-30-04:50,AE DAS>CN GUT,,2021-06-11-16:16,11.6,,126.3°,16.6 kn,Under way,2021-05-30,2021-05-30-07:27
MUBARAZ,9074626,636010373,Liberia,290,48,116703,72950,"Das Island, United Arab Emirates (UAE)",2021-05-24-05:03,"Dahej, India",,2021-05-30-18:31,11.5,,111.3°,11.5 kn,-,2021-05-30,2021-05-28-02:32
MRAWEH,9074638,636010457,Liberia,290,48,116703,73040,"Shanghai, China",2021-04-30-03:42,"Das Island, United Arab Emirates (UAE)",,2021-06-13-03:00,9.4,,316.0°,13.8 kn,-,2021-05-30,2021-05-28-15:28
LNG ABALAMABIE,9690171,310731000,Bermuda,292,48,116568,86925,"Bonny, Nigeria",2021-05-24-04:04,FOS CAVAOU,,2021-06-03-07:00,11.5,,26.0°,16.7 kn,Under way,2021-05-30,2021-05-30-07:22
LNG FINIMA II,9690145,310722000,Bermuda,292,48,116568,86867,"Singapore Anch. 1, Singapore",2021-05-28-00:45,BONNY NG,,2021-06-21-04:00,9.7,,325.0°,17.9 kn,-,2021-05-30,2021-05-28-18:48
LNG ABUJA II,9690169,310730000,Bermuda,292,48,116568,87147,"Bonny, Nigeria",2021-05-25-19:39,Destination not available,,-,9.3,,358.5°,18.5 kn,Under way,2021-05-30,2021-05-30-07:27
LNG PORT-HARCOURT II,9690157,310719000,Bermuda,292,48,116568,87139,"Bonny, Nigeria",2021-05-29-22:36,"Fos sur mer, France",,2021-06-09-07:00,10.9,,132.3°,14.1 kn,-,2021-05-30,2021-05-22-14:32
LA SEINE,9845764,215503000,Malta,299,46,116542,93200,"Marmara Ereglisi, Turkey",2021-05-28-12:27,FREEPORT USA,,2021-06-17-06:00,9.5,,261.8°,15.0 kn,Under way,2021-05-30,2021-05-30-05:17
FLEX AURORA,9857365,538008764,Marshall Islands,297,46,116430,83000,"Rotterdam Maasvlakte, Netherlands",2021-05-19-22:06,"Corpus Christi, United States (USA)",,2021-06-02-06:00,9.7,,238.1°,18.6 kn,-,2021-05-30,2021-05-24-06:53
COOL DISCOVERER,9861031,215567000,Malta,299,46,116354,92800,"Sines, Portugal",2021-05-16-08:45,USA FOR ORDER,,2021-06-03-06:00,9.3,,288.0°,13.7 kn,-,2021-05-30,2021-05-30-06:49
LA MANCHA KNUTSEN,9721724,224444000,Spain,284,46,116246,92802,"Xiuyu, China",2021-05-19-04:00,AD DXB,,2021-06-07-03:00,9.5,,325.0°,18.5 kn,-,2021-05-30,2021-05-24-14:12
RIOJA KNUTSEN,9721736,224451000,Spain,290,46,116246,92782,"Ingleside, United States (USA)",2021-05-20-07:10,"Mejillones, Chile",,2021-06-12-15:00,11.7,,108.6°,18.7 kn,-,2021-05-30,2021-05-25-20:58
LNG LAGOS II,9692014,310721000,Bermuda,300,46,115995,99025,"Dubai / Port Rashid, United Arab Emirates (UAE)",2021-05-15-12:17,Destination not available,,-,11.6,,165.1°,0.0 kn,Moored,2021-05-30,2021-05-30-07:08
LNG BONNY II,9692002,310720000,Bermuda,300,46,115995,98954,"Escombreras, Spain",2021-05-13-19:48,"Bonny, Nigeria",,2021-06-10-08:13,9.7,,167.0°,10.7 kn,Under way,2021-05-30,2021-05-30-07:23
LNG CROSS RIVER,9262223,310478000,Bermuda,288,48,115993,79591,"Montoir, France",2021-05-10-23:39,WEST AFFRICA,,2021-06-04-08:00,10.1,,141.7°,12.2 kn,-,2021-05-30,2021-05-29-17:12
LNG RIVER NIGER,9262235,310479000,Bermuda,288,48,115993,79541,"Bonny, Nigeria",2021-05-21-05:33,"Sines, Portugal",,2021-05-31-06:00,11.4,,25.0°,14.3 kn,Under way,2021-05-30,2021-05-29-21:52
LNG ADAMAWA,9262211,310469000,Bermuda,289,48,115993,79566,"Mundra Anch., India",2021-05-09-11:29,"Bonny, Nigeria",,2021-06-15-20:30,10.3,,306.2°,13.6 kn,-,2021-05-30,2021-05-28-13:44
LNG AKWA IBOM,9262209,310453000,Bermuda,289,48,115993,79633,"Bonny, Nigeria",2021-05-14-20:56,"Fos sur mer, France",,2021-05-31-06:00,11.4,,65.7°,13.0 kn,Under way,2021-05-30,2021-05-30-07:27
SM EAGLE,9761827,370895000,Panama,295,46,115716,97975,"Pena Blanca Anch., Panama",2021-05-09-15:44,"Pyeongtaek, Korea",,2021-05-31-21:00,11.1,,215.2°,17.5 kn,Under way,2021-05-30,2021-05-30-01:23
GASLOG GEORGETOWN,9864916,310800000,Bermuda,293,46,115636,89000,"Souma, Japan",2021-05-28-04:51,OPEN SEA FOR ORDERS,,2021-07-08-00:01,9.4,,183.9°,18.1 kn,-,2021-05-30,2021-05-28-18:24
HYUNDAI PEACEPIA,9761853,374816000,Panama,296,46,115541,98344,"Panama Canal Anch. Atlantic, Panama",2021-05-25-09:41,"Tongyeong, Korea",,2021-06-16-02:00,11.4,,179.6°,19.6 kn,-,2021-05-30,2021-05-25-23:30
BRITISH CONTRIBUTOR,9766554,232006298,Isle of Man,295,46,115366,94558,"Gibraltar West Anch., Gibraltar",2021-05-16-17:51,US GULF OF MEXICO,,2021-06-01-12:00,10.0,,257.0°,16.4 kn,-,2021-05-30,2021-05-21-07:26
BRITISH MENTOR,9766578,232006296,Isle of Man,295,46,115366,94528,"Panama Canal Anch. Pacific, Panama",2021-05-18-01:56,"Kisarazu, Japan",,2021-06-07-21:45,11.6,,178.4°,19.1 kn,-,2021-05-30,2021-05-18-03:11
BRITISH LISTENER,9766566,232006297,Isle of Man,295,46,115366,94494,"Ingleside, United States (USA)",2021-05-12-17:50,"Rio de Janeiro, Brazil",,2021-05-28-09:00,10.5,,177.6°,0.0 kn,-,2021-05-30,2021-05-29-04:02
BRITISH PARTNER,9766530,232006301,Isle of Man,295,46,115366,94442,"Freeport, United States (USA)",2021-05-15-14:33,"Singapore, Singapore",,2021-06-01-12:00,11.3,,108.4°,18.3 kn,-,2021-05-30,2021-05-20-19:25
PEARL LNG,9862346,215573000,Malta,293,46,115345,88000,"Panama Canal Anch. Pacific, Panama",2021-05-23-18:03,FOR ORDERS,,2021-06-14-12:00,11.7,,178.4°,17.6 kn,-,2021-05-30,2021-05-23-19:27
FLEX RANGER,9709025,538007621,Marshall Islands,293,46,115174,88684,"Pena Blanca Anch., Panama",2021-05-03-15:25,"Tianjin Xingang, China",,2021-05-29-05:05,11.1,,216.5°,0.0 kn,Moored,2021-05-30,2021-05-30-05:06
FLEX RAINBOW,9709037,538007620,Marshall Islands,293,46,115174,88684,"Tianjin Xingang, China",2021-05-24-01:57,"Pengerang, Malaysia",,2021-06-01-18:00,12.5,,202.3°,18.2 kn,-,2021-05-30,2021-05-27-13:39
GASLOG GLADSTONE,9744025,310779000,Bermuda,293,46,115024,87955,"Pyeongtaek, Korea",2021-05-13-06:58,"Gladstone, Australia",,2021-05-30-04:30,9.6,,54.1°,0.1 kn,Moored,2021-05-30,2021-05-30-07:27
PAN EUROPE,9750244,477157300,Hong Kong,290,47,114996,88613,"Panama Canal Anch. Atlantic, Panama",2021-05-29-13:45,"Cristobal, Panama",,2021-05-29-08:00,11.6,,333.0°,0.1 kn,At anchor,2021-05-30,2021-05-30-07:27
PAN AMERICAS,9750232,477142700,Hong Kong,290,47,114996,88425,"Point Fortin, Trinidad & Tobago",2021-05-19-16:37,FOR ORDERS,,2021-06-07-08:00,11.2,,55.6°,17.9 kn,-,2021-05-30,2021-05-19-20:52
PAN AFRICA,9750256,477168300,Hong Kong,290,47,114996,88438,"Singapore Anch. 1, Singapore",2021-05-21-09:45,FOR ORDERS,,2021-06-01-00:01,9.6,,241.9°,12.5 kn,-,2021-05-30,2021-05-24-15:47
LNG PHECDA,9834313,477345700,Hong Kong,295,45,114790,97000,"Zeebrugge, Belgium",2021-05-24-07:37,INCHEON^2C KOREA,,2021-06-27-15:01,11.5,,179.6°,18.1 kn,Under way,2021-05-30,2021-05-30-07:27
LNG DUBHE,9834296,477327900,Hong Kong,295,45,114790,91588,"Port Said Anch., Egypt",2021-05-12-07:43,"Incheon, Korea",,2021-06-02-02:00,11.5,,62.0°,14.4 kn,-,2021-05-30,2021-05-25-05:11
LNG MERAK,9834301,477345800,Hong Kong,295,45,114790,91451,"Zeebrugge, Belgium",2021-05-09-20:43,"Chittagong, Bangladesh",,2021-06-05-15:00,11.4,,67.2°,17.5 kn,-,2021-05-30,2021-05-25-00:37
PATRIS,9766889,636018010,Liberia,295,46,114758,95743,"Sines, Portugal",2021-05-23-06:32,"Dumyat, Egypt",,2021-05-30-22:00,9.3,,107.0°,17.9 kn,Under way,2021-05-30,2021-05-30-07:27
KINISIS,9785158,636018011,Liberia,295,46,114758,95673,"Freeport, United States (USA)",2021-04-28-21:42,FOR ORDERS,,2021-06-02-11:00,9.6,,179.2°,17.0 kn,Under way,2021-05-30,2021-05-29-21:46
BW MAGNOLIA,9850666,563092200,Singapore,295,46,114622,95547,"Okpo, Korea",2021-05-21-01:30,OKPO S.KOREA,,2021-05-21-10:00,9.8,,295.5°,12.4 kn,-,2021-05-30,2021-05-20-23:50
GASLOG HONG KONG,9748904,310773000,Bermuda,290,46,114470,92266,"Yung An, Taiwan",2021-05-20-23:30,"As Suways / Suez Port, Egypt",,2021-06-06-16:00,9.6,,299.6°,16.6 kn,-,2021-05-30,2021-05-25-10:42
FLEX RESOLUTE,9851646,538008815,Marshall Islands,295,46,114380,95500,"Singapore Anch. 1, Singapore",2021-05-28-06:06,INDIAN OCEAN F/O,,2021-05-27-00:00,9.9,,284.6°,15.3 kn,-,2021-05-30,2021-05-28-06:38
FLEX FREEDOM,9862308,538008814,Marshall Islands,295,46,114380,95500,"Darwin, Australia",2021-05-26-03:53,Destination not available,,-,11.2,,297.1°,17.5 kn,-,2021-05-30,2021-05-26-07:00
BW LILAC,9758076,248587000,Malta,295,46,114364,95978,"Lake Charles, United States (USA)",2021-05-21-18:20,"Rotterdam, Netherlands",,2021-06-02-15:00,11.6,,114.1°,18.7 kn,-,2021-05-30,2021-05-24-08:00
BW TULIP,9758064,563041600,Singapore,295,46,114364,95785,"Pyeongtaek, Korea",2021-05-11-05:23,"Balboa, Panama",,2021-05-31-23:00,9.5,,121.6°,18.6 kn,-,2021-05-30,2021-05-25-22:24
BW PAVILION ARANDA,9792606,563082400,Singapore,295,46,114355,95876,"Gibraltar West Anch., Gibraltar",2021-04-22-09:15,OGISHIMA JP,,2021-06-17-05:00,11.4,,75.7°,14.2 kn,-,2021-05-30,2021-05-27-15:53
LNG SOKOTO,9216303,310378000,Bermuda,289,48,114354,79822,"Bonny, Nigeria",2021-05-27-03:02,EUROPE,,2021-06-08-04:00,11.1,,128.2°,11.2 kn,-,2021-05-30,2021-05-04-03:13
LNG RIVERS,9216298,310370000,Bermuda,289,48,114354,79885,"Hazira, India",2021-04-13-05:31,"Bonny, Nigeria",,2021-06-01-16:30,10.4,,337.0°,15.4 kn,-,2021-05-30,2021-05-02-12:37
LNG BAYELSA,9241267,310381000,Bermuda,289,48,114354,79822,"Bonny, Nigeria",2021-05-30-02:42,WEST AFRICA,,2021-05-10-20:00,10.4,,148.1°,12.5 kn,-,2021-05-30,2021-05-13-13:54
GIGIRA LAITEBO,9360922,309415000,Bahamas,298,46,114277,87194,"Lese, Papua New Guinea",2021-05-20-20:14,"Qingdao, China",,2021-05-30-23:00,11.8,,258.0°,13.2 kn,-,2021-05-30,2021-05-29-19:11
SPIRIT OF HELA,9361639,311013700,Bahamas,298,46,114277,87130,"Shimizu, Japan",2021-05-23-08:10,"Port Moresby, Papua New Guinea",,2021-06-04-19:00,10.0,,186.0°,18.5 kn,-,2021-05-30,2021-05-23-10:03
ENERGY ENDEAVOUR,9854624,538008879,Marshall Islands,295,46,114195,93500,"Panama Canal Anch. Pacific, Panama",2021-05-12-07:45,FOR ORDERS,,2021-06-08-06:00,9.7,,227.0°,1.4 kn,-,2021-05-30,2021-05-30-07:02
ENERGY PACIFIC,9854612,538008878,Marshall Islands,295,46,114195,95000,"Cape Town Anch., South Africa",2021-05-13-07:52,FOR ORDERS,,2021-05-28-10:00,11.1,,54.0°,14.3 kn,-,2021-05-30,2021-05-27-15:35
PAPUA,9613135,477518900,Hong Kong,290,47,114166,96319,"Dongjiakou, China",2021-05-21-05:51,"Port Moresby, Papua New Guinea",,2021-05-31-19:00,9.4,,121.0°,15.5 kn,-,2021-05-30,2021-05-21-20:40
MARVEL KITE,9760782,563069500,Singapore,293,46,114084,89266,"Panama Canal Anch. Pacific, Panama",2021-05-20-08:29,...,,2021-05-25-22:00,9.6,,141.6°,0.0 kn,At anchor,2021-05-30,2021-05-30-05:55
MARVEL HAWK,9760770,563063200,Singapore,293,46,114084,89432,"Tianjin Xingang, China",2021-05-15-07:28,Destination not available,,-,9.5,,124.2°,18.7 kn,-,2021-05-30,2021-05-29-13:55
MARVEL FALCON,9760768,563048500,Singapore,293,46,114084,89431,"Lake Charles, United States (USA)",2021-05-06-21:43,INHAZ,,2021-06-04-18:31,11.1,,25.1°,18.9 kn,-,2021-05-30,2021-05-29-12:31
MINERVA KALYMNOS,9869942,215890000,Malta,293,46,115636,89000,"Barrow Island, Australia",2021-05-28-10:05,PACIFIC OCEAN,,2021-05-06-02:00,11.5,,37.4°,16.8 kn,-,2021-05-30,2021-05-28-20:00
HYUNDAI TECHNOPIA,9155145,441231000,Korea,289,48,113998,77584,"Okpo Anch., Korea",2021-05-23-05:42,"Tongyeong, Korea",,2021-05-24-02:00,5.8,,46.0°,5.5 kn,-,2021-05-30,2021-05-23-05:23
HYUNDAI COSMOPIA,9155157,441260000,Korea,289,48,113998,77591,"Okpo Anch., Korea",2021-05-22-23:31,"Ras Laffan, Qatar",,2021-06-06-21:01,10.3,,312.0°,19.6 kn,-,2021-05-30,2021-05-29-05:57
PSKOV,9630028,636016229,Liberia,300,46,113876,93152,"Ras Laffan, Qatar",2021-05-15-07:50,ARBHI (BAHIA BLANCA),,2021-06-08-09:00,10.8,,50.1°,14.2 kn,-,2021-05-30,2021-05-27-13:18
SCF MITRE,9654880,636016378,Liberia,300,46,113876,93585,"Bonny, Nigeria",2021-05-08-05:48,"Mundra, India",,2021-05-30-05:25,11.6,,67.6°,3.3 kn,Under way,2021-05-30,2021-05-30-03:22
SCF MELAMPUS,9654878,636016376,Liberia,300,46,113876,93508,"Anegasaki, Japan",2021-05-27-07:14,P-MELCHORITA / PEPMC,,2021-06-15-01:00,9.4,,67.6°,21.4 kn,-,2021-05-30,2021-05-27-15:08
VELIKIY NOVGOROD,9630004,636016219,Liberia,300,46,113876,93486,"Al Fujayrah Anch., United Arab Emirates (UAE)",2021-04-18-21:57,INDIAN OC FOR ORDERS,,2021-06-21-14:59,11.3,,70.2°,7.3 kn,-,2021-05-30,2021-05-18-21:48
GLOBAL ENERGY,9845013,538008899,Marshall Islands,295,46,113822,96000,"Escombreras, Spain",2021-05-29-19:41,Destination not available,,-,10.9,,80.0°,19.8 kn,Under way,2021-05-30,2021-05-30-07:28
GLOBAL STAR,9859741,538009028,Marshall Islands,295,46,113822,95000,"Darwin Anch., Australia",2021-05-29-22:13,"DARWIN, AU",,2021-05-30-19:30,9.4,,320.0°,12.8 kn,Under way,2021-05-30,2021-05-30-06:56
MINERVA PSARA,9854363,215865000,Malta,295,46,113817,93500,"Port Said Anch., Egypt",2021-05-25-04:36,FOR ORDERS,,2021-06-09-18:31,11.1,,113.9°,0.7 kn,Under way,2021-05-30,2021-05-30-06:52
MARAN GAS ANDROS,9810379,241670000,Greece,295,46,113793,96000,"As Suways (Suez) Anch., Egypt",2021-05-24-06:10,FOR ORDERS,,2021-06-12-11:00,9.5,,259.3°,16.1 kn,Under way,2021-05-30,2021-05-30-07:28
MARAN GAS SPETSES,9767950,241579000,Greece,295,46,113763,94945,"Mugardos, Spain",2021-05-28-16:22,SABINE PPASS,,2021-06-10-00:00,9.9,,249.4°,13.8 kn,-,2021-05-30,2021-05-29-14:00
MARAN GAS CHIOS,9753014,241636000,Greece,295,46,113763,94945,"Al Fujayrah Anch., United Arab Emirates (UAE)",2021-05-11-06:24,FOR ORDERS,,2021-06-05-05:00,10.3,,303.8°,16.6 kn,-,2021-05-30,2021-05-25-17:30
WOODSIDE CHANEY,9753026,241637000,Greece,295,46,113763,94945,"Singapore Anch. 3, Singapore",2021-05-05-23:08,FOR ORDERS,,2021-06-06-11:00,9.6,,287.4°,17.8 kn,-,2021-05-30,2021-05-19-08:21
MARIA ENERGY,9659725,636017445,Liberia,290,46,113664,93301,"Sabine, United States (USA)",2021-05-23-20:46,"Salvador, Brazil",,2021-06-03-00:01,11.5,,119.1°,17.5 kn,-,2021-05-30,2021-05-28-23:56
MARAN GAS ACHILLES,9682588,241365000,Greece,290,46,113502,92713,"Gladstone Anch., Australia",2021-05-27-05:30,FOR ORDERS,,2021-05-21-00:00,9.2,,38.1°,0.8 kn,At anchor,2021-05-30,2021-05-30-07:28
MARAN GAS LETO,9682576,241355000,Greece,290,46,113502,81739,"Lese, Papua New Guinea",2021-05-29-20:48,PGCAU-001,,2021-05-29-19:00,9.5,,100.3°,17.0 kn,-,2021-05-30,2021-05-15-09:48
MARAN GAS ULYSSES,9709491,241404000,Greece,290,46,113502,92621,"Bonny, Nigeria",2021-04-25-00:21,FOR ORDERS,,2021-06-24-00:00,9.7,,266.6°,15.7 kn,-,2021-05-30,2021-05-25-19:06
MARAN GAS PERICLES,9709489,241424000,Greece,290,46,113502,92776,"Anegasaki, Japan",2021-05-28-09:53,SIG PGBG,,2021-06-05-02:00,8.7,,201.8°,17.0 kn,-,2021-05-30,2021-05-28-15:05
MARAN GAS AGAMEMNON,9682590,241405000,Greece,290,46,113502,92762,"Singapore Anch. 1, Singapore",2021-05-21-23:19,FOR ORDERS,,2021-05-31-15:00,9.1,,81.0°,19.4 kn,-,2021-05-30,2021-05-23-06:03
FLEX COURAGEOUS,9825439,538008206,Marshall Islands,295,46,113428,95618,"Panama Canal Anch. Pacific, Panama",2021-05-29-07:34,FOR ORDERS,,2021-06-30-13:00,9.6,,5.0°,16.3 kn,Under way,2021-05-30,2021-05-29-21:06
CESI LIANYUNGANG,9672818,477151600,Hong Kong,290,46,113397,95713,"Tieshan, China",2021-05-30-00:25,BEIHAI CN,,2021-05-29-23:00,11.3,,195.6°,0.1 kn,Moored,2021-05-30,2021-05-30-07:28
CESI GLADSTONE,9672820,477348600,Hong Kong,290,46,113397,95638,"Gladstone, Australia",2021-05-29-09:23,"Qingdao, China",,2021-06-08-23:00,11.3,,97.6°,16.3 kn,-,2021-05-30,2021-05-29-12:37
CESI QINGDAO,9672832,477584200,Hong Kong,290,46,113397,95641,"Gladstone, Australia",2021-05-25-18:58,"SHENQUAN,JIEYANG",,2021-06-03-23:00,11.4,,98.0°,17.8 kn,-,2021-05-30,2021-05-25-21:41
CESI WENZHOU,9694751,477121700,Hong Kong,290,46,113397,95530,"Gladstone, Australia",2021-05-07-17:23,"Gladstone, Australia",,2021-06-02-14:01,9.3,,106.6°,12.5 kn,-,2021-05-30,2021-05-19-08:58
CESI BEIHAI,9672844,477884800,Hong Kong,290,46,113397,95599,"Dongjiakou, China",2021-05-18-02:27,"Gladstone, Australia",,2021-05-30-14:01,9.2,,130.6°,17.8 kn,-,2021-05-30,2021-05-19-02:10
BAHRAIN SPIRIT,9771080,408919000,Bahrain,295,46,113274,95289,"Tianjin Xingang, China",2021-05-25-00:36,FOR ORDERS,,2021-07-13-06:00,9.5,,210.4°,19.1 kn,-,2021-05-30,2021-05-28-01:50
OAK SPIRIT,9681699,311000247,Bahamas,295,46,113263,95452,"Panama Canal Anch. Atlantic, Panama",2021-05-28-10:11,FOR ORDERS,,2021-06-19-00:01,11.3,,179.2°,18.5 kn,-,2021-05-30,2021-05-29-00:53
MEGARA,9770945,311000478,Bahamas,295,46,113263,95452,"Gladstone, Australia",2021-05-19-14:06,"Singapore Anch. 1, Singapore",,2021-05-30-02:34,11.3,,286.5°,0.0 kn,At anchor,2021-05-30,2021-05-30-07:26
MAGDALA,9770921,311000476,Bahamas,295,46,113263,95449,"Sabine, United States (USA)",2021-05-03-08:22,FOR ORDERS,,2021-05-30-16:00,10.8,,-,0.0 kn,-,2021-05-30,2021-05-23-18:01
TORBEN SPIRIT,9721401,311000520,Bahamas,295,46,113263,95253,"Algeciras Anch., Spain",2021-05-25-21:23,FOR ORDERS,,2021-05-31-06:00,11.0,,89.9°,18.1 kn,Under way,2021-05-30,2021-05-30-07:13
MUREX,9705641,311000475,Bahamas,295,46,113263,95452,"Singapore, Singapore",2021-05-22-00:42,Destination not available,,-,6.2,,-,0.0 kn,Moored,2021-05-30,2021-05-30-07:22
MACOMA,9705653,311000472,Bahamas,295,46,113263,95253,"Quintero, Chile",2021-05-12-19:58,ATLANTIC OCEAN,,2021-06-01-06:00,9.9,,208.8°,13.5 kn,-,2021-05-30,2021-05-12-22:54
MYRINA,9770933,311000477,Bahamas,295,46,113263,95378,"Gladstone, Australia",2021-05-22-18:53,CHINA,,2021-06-04-06:00,10.5,,99.5°,17.6 kn,-,2021-05-30,2021-05-22-22:27
FLEX ENDEAVOUR,9762261,215386000,Malta,295,46,113049,95803,"Ingleside, United States (USA)",2021-05-15-14:07,OPEN SEA FOR ORDERS,,2021-05-30-04:00,11.2,,74.9°,0.1 kn,Under way,2021-05-30,2021-05-30-07:17
MARAN GAS VERGINA,9732369,241467000,Greece,295,46,113037,95194,"Yung An, Taiwan",2021-05-03-23:38,FOR ORDERS,,2021-05-11-04:00,9.5,,224.5°,10.9 kn,-,2021-05-30,2021-05-22-10:49
MARAN GAS ROXANA,9701229,241415000,Greece,295,46,113037,95194,"Quintero, Chile",2021-05-03-20:46,FOR ORDERS,,2021-06-04-05:00,9.5,,206.0°,16.6 kn,-,2021-05-30,2021-05-03-22:53
MARAN GAS AMPHIPOLIS,9701217,241414000,Greece,295,46,113037,95194,"Gladstone, Australia",2021-05-26-18:42,FOR ORDERS,,2021-06-05-01:00,11.5,,98.6°,19.1 kn,-,2021-05-30,2021-05-26-22:46
TESSALA,9761243,605076060,Algeria,291,46,112867,94575,"Thamesport, United Kingdom (UK)",2021-05-26-09:56,"Arzew, Algeria",,2021-05-31-08:00,9.4,,87.8°,9.4 kn,Under way,2021-05-30,2021-05-30-07:28
OUGARTA,9761267,605076070,Algeria,291,46,112867,94575,"Arzew Anch., Algeria",2021-05-29-09:38,"Arzew, Algeria",,2021-05-29-11:54,9.5,,166.8°,0.0 kn,Moored,2021-05-30,2021-05-30-03:56
PRACHI,9723801,563178000,Singapore,295,46,112791,90328,"Gladstone, Australia",2021-05-20-13:40,"Zhoushan, China",,2021-05-31-00:01,11.6,,11.0°,14.9 kn,-,2021-05-30,2021-05-20-16:41
GASLOG GIBRALTAR,9707510,310757000,Bermuda,291,46,112764,87981,"Panama Canal Anch. Atlantic, Panama",2021-05-19-08:27,"Incheon, Korea",,2021-06-11-01:00,11.5,,175.6°,18.1 kn,-,2021-05-30,2021-05-19-23:38
GASLOG GENEVA,9707508,310755000,Bermuda,291,46,112764,87760,"Gladstone, Australia",2021-05-29-22:02,"Tianjin Xingang, China",,2021-06-11-00:00,11.1,,97.1°,16.0 kn,Under way,2021-05-30,2021-05-30-01:16
GASLOG GREECE,9687019,310732000,Bermuda,291,46,112764,87975,"Singapore Anch. 5, Singapore",2021-05-21-23:09,"Singapore, Singapore",,2021-05-22-01:53,8.6,,0.0°,0.0 kn,Moored,2021-05-30,2021-05-30-07:19
GASLOG GLASGOW,9687021,310744000,Bermuda,291,46,112764,87889,"Barrow Island, Australia",2021-05-29-15:44,FOR ORDERS,,2021-05-29-10:30,9.7,,172.9°,16.0 kn,-,2021-05-30,2021-05-20-11:56
LNG JAMAL,9200316,432278000,Japan,290,46,112090,72692,"Sakai, Japan",2021-05-30-01:09,>JP SBK,,2021-05-29-22:00,11.1,,239.5°,0.0 kn,Moored,2021-05-30,2021-05-30-07:24
